,music,singer,music_id,release_date,category,music_like,comment_count,within 7days,ost,rank_count
655,i m in love,시크릿,4803842,2014-08-11,댄스,12196,31,1,0,7
656,걔 세,위너,4806689,2014-08-12,댄스,47831,133,1,0,5
657,가,바비,4814576,2014-08-14,랩/힙합,33189,42,1,0,9
658,different,위너,4806735,2014-08-12,발라드,61687,242,1,0,5
659,잠시 안녕처럼,에일리,4810612,2014-08-13,발라드,34496,35,1,1,10
660,고백하는 거야,위너,4806691,2014-08-12,발라드,29727,61,1,0,3
661,사랑하지마,위너,4806690,2014-08-12,댄스,27516,75,1,0,3
662,이 밤,위너,4806737,2014-08-12,발라드,25410,31,1,0,2
663,for you,휘성,4810639,2014-08-13,"발라드, R&B/Soul, 국내드라마",4537,5,1,0,3
664,나였으면 좋겠어,dk,4807806,2014-08-12,발라드,3349,7,1,0,1
665,guerrilla s way,바스코,4803838,2014-08-09,발라드,1800,1,0,0,1
666,사실은 말야,"이종현,멜로디데이",4815044,2014-08-14,발라드,2841,3,1,0,2
667,연결고리,illionairerecords,4652064,2014-05-21,랩/힙합,27130,70,1,0,5
668,희귀종,버벌진트,4814795,2014-08-15,랩/힙합,2001,3,1,0,2
669,어려운 여자,장범준,4821170,2014-08-19,록/메탈,29791,23,1,0,7
670,사랑이란 말이 어울리는 사람,장범준,4821171,2014-08-19,록/메탈,59466,87,1,0,6
671,ace,태민,4818802,2014-08-18,댄스,41402,233,1,0,1
672,낙엽 엔딩,장범준,4821175,2014-08-19,록/메탈,14517,27,1,0,4
673,내 마음이 그대가 되어,장범준,4821176,2014-08-19,록/메탈,22987,68,1,0,4
674,주홍빛 거리,장범준,4821172,2014-08-19,록/메탈,11130,13,1,0,3
675,맘마미아,카라,4818649,2014-08-18,댄스,25845,136,1,0,7
676,사랑에 어떤 말로도,장범준,4821177,2014-08-19,록/메탈,15354,23,1,0,3
677,a real man,"스윙스,에일리",4832150,2014-08-22,랩/힙합,43084,74,1,0,9
678,나처럼 해봐요,오렌지캬라멜,4818613,2014-08-18,댄스,12094,25,1,0,5
679,무서운 짝사랑,장범준,4821174,2014-08-19,록/메탈,6655,31,1,0,2
680,신풍역 2번 출구 블루스,장범준,4821173,2014-08-19,록/메탈,5488,23,1,0,2
681,l4l,바비,4828024,2014-08-21,랩/힙합,37018,59,1,0,11
682,i feel you,홍대광,4824874,2014-08-20,발라드,29505,21,1,1,5
683,그 xx,올티,4828025,2014-08-21,랩/힙합,12331,32,1,0,4
684,pretty boy,태민,4818804,2014-08-18,댄스,22475,76,1,0,1
685,love fiction,울랄라세션,4828190,2014-08-21,발라드,44156,71,1,1,9
686,약속해,박재범,4818594,2014-09-01,R&B/Soul,10152,19,0,0,1
687,stress come on,빅병,4824708,2014-08-20,랩/힙합,6870,15,1,0,1
688,danger,방탄소년단,4824733,2014-08-20,랩/힙합,106822,273,1,0,2
689,experience,태민,4818803,2014-08-18,댄스,12730,34,1,0,1
690,소나타,태민,4818806,2014-08-18,발라드,11800,66,1,0,1
691,거절할게,태민,4818805,2014-08-18,댄스,10764,38,1,0,1
692,쇼콜라 체리밤,"매드클라운,요조",4832096,2014-08-22,랩/힙합,10959,18,1,1,2
693,monday blues,써니힐,4827840,2014-08-21,댄스,3193,5,1,0,2
694,빈지노,블랙넛,4827568,2014-08-21,"랩/힙합, 인디음악",18127,118,1,0,1
695,lost stars,adamlevine,4743560,2014-07-01,"POP, 록/메탈, 국외영화",263473,291,0,0,71
696,i swear,씨스타,4840373,2014-08-26,댄스,50671,119,1,0,12
697,너를 사랑해,윤미래,4843704,2014-08-27,"발라드, R&B/Soul, 국내드라마",76931,35,1,0,19
698,인형,"신혜성,임창정",4836308,2014-08-25,발라드,16242,26,1,0,3
699,연결고리 힙합,바비,4835410,2014-08-25,R&B/Soul,5730,4,1,0,27
700,mamacita,슈퍼주니어,4853297,2014-08-29,댄스,10336,44,1,0,5
701,no one else like you,adamlevine,4743562,2014-07-01,"록/메탈, 국외영화",75151,71,0,0,18
702,요즘 내 모습,윤도현,4848878,2014-08-28,발라드,15937,35,1,0,3
703,tell me if you wanna go home,keiraknightley,4743561,2014-07-01,"록/메탈, 국외영화",52781,46,0,0,18
704,a step you can t take back,keiraknightley,4743571,2014-07-01,"록/메탈, 국외영화",46407,45,0,0,11
705,like a fool,keiraknightley,4743566,2014-07-01,"POP, 국외영화",34490,24,0,0,9
706,사랑일까,제이레빗,4835665,2014-08-25,발라드,16618,11,1,1,1
707,a higher place,adamlevine,4743565,2014-07-01,"록/메탈, 국외영화",35522,42,0,0,10
708,hold on tight,씨스타,4840374,2014-08-26,댄스,6312,14,1,0,1
709,coming up roses,keiraknightley,4743569,2014-07-01,"록/메탈, 국외영화",25439,27,0,0,10
710,사랑하고 있다,부활,4832359,2014-08-22,록/메탈,8443,35,0,0,1
711,확실하네,형돈이와대준이,4848701,2014-08-28,랩/힙합,1515,4,1,0,1
712,i m fine thank you,레이디스코드,4230004,2013-09-05,발라드,124292,466,0,0,10
713,자전거,"정인,gary",5372667,2014-09-04,랩/힙합,55468,233,1,0,5
714,animals,maroon5,4859304,2014-09-01,R&B/Soul,14330,21,1,0,7
715,가드올리고 bounce,바비,5376645,2014-09-05,랩/힙합,39369,51,1,0,13
716,u,엠씨더맥스,4868481,2014-09-03,발라드,14286,46,1,1,4
717,보란 듯이,지아,5375532,2014-09-05,발라드,8134,5,1,0,4
718,feelings,maroon5,4857986,2014-09-01,"POP, 록/메탈",35751,32,1,0,2
719,안녕들 한가요,이재훈,4859638,2014-09-01,댄스,6038,17,1,0,1
720,니가 필요해,베스티,4854293,2014-08-29,댄스,5728,30,0,0,1
721,소년점프,배치기,4851942,2014-08-29,랩/힙합,5768,26,0,0,1
722,"묘해, 너와",어쿠스틱콜라보,4864206,2014-09-02,발라드,151160,160,1,1,30
723,노크,네스티네스티,4854473,2014-09-03,댄스,4555,7,1,0,2
724,아로하,쿨,521747,2004-04-19,발라드,48028,95,0,0,2
725,슬퍼지려 하기 전에,쿨,66966,1995-10-01,댄스,23568,38,0,0,4
726,내가 네게,소녀시대태티서,5381331,2014-09-16,댄스,24327,80,1,0,5
727,sugar free,티아라,5378519,2014-09-11,댄스,7770,17,1,0,4
728,가을에 만나,윤건,5379383,2014-09-12,발라드,9850,27,1,0,3
729,기다려,teamb,5379695,2014-09-12,R&B/Soul,22235,134,1,0,2
730,잊지말아요,더원,5378142,2014-09-09,발라드,2101,1,1,0,1
731,콜라병,엠씨스나이퍼,5379956,2014-09-12,발라드,7218,9,1,0,1
732,가로수 그늘 아래 서면,창민＆이현,5378132,2014-09-06,발라드,1351,3,0,0,1
733,남주긴 아까워,스피카s,5378166,2014-09-12,댄스,2262,7,1,0,2
734,the roof is broke,cessylorchestra,4743573,2014-07-01,"록/메탈, 국외영화",2788,8,0,0,3
735,holler,소녀시대태티서,5383102,2014-09-16,댄스,24436,44,1,0,7
736,미친거 아니야,2pm,5375679,2014-09-29,댄스,21367,135,0,0,5
737,쉽지않아,틴탑,4865030,2014-09-15,댄스,19540,132,1,0,6
738,당신만이,"곽진언,김필,임도혁",5388806,2014-09-20,발라드,50375,22,1,0,15
739,가을냄새,버벌진트,5380328,2014-09-15,랩/힙합,7365,24,1,0,3
740,설렘주의,"nsyoong,기리보이",5383100,2014-09-16,발라드,11932,25,1,0,8
741,trap,"스윙스,유성은",5381557,2014-09-15,랩/힙합,13744,17,1,1,2
742,미치지말자,에이트,5388068,2014-09-19,발라드,5367,5,1,0,4
743,우리 사랑했던 시간만큼,윤도현,5383095,2014-09-16,발라드,11372,28,1,0,2
744,못된놈,백청강,5382605,2014-09-16,발라드,128,0,1,0,2
745,아드레날린,소녀시대태티서,5383103,2014-09-16,댄스,24774,82,1,0,3
746,only u,소녀시대태티서,5383105,2014-09-16,발라드,14249,54,1,0,1
747,가슴 아파도,플라이투더스카이,3906458,2012-09-16,발라드,380,1,0,0,2
748,이 노래,"로꼬,마마무",5386244,2014-09-18,댄스,20211,16,1,1,2
749,너무 보고 싶어,어쿠스틱콜라보,5383104,2014-09-16,댄스,8305,50,1,0,32
750,우리,지나,34836265,2022-04-01,"CCM, 국내CCM",198,0,0,0,2
751,eyes,소녀시대태티서,5383106,2014-09-16,댄스,5089,11,1,0,1
752,미움,에피톤프로젝트,5382749,2014-09-16,"발라드, 인디음악",12461,28,1,0,1
753,wiggle,jasonderulo,1982937,2008-01-20,R&B/Soul,29,0,0,0,1
754,날 위로하려거든,윤상,5381590,2014-09-17,일렉트로니카,5929,21,1,0,1
755,손대지마,에일리,5394265,2014-09-25,댄스,66072,57,1,0,26
756,양화대교,자이언티,5389475,2014-09-22,R&B/Soul,172749,168,1,0,45
757,because i love you,바이브,5392777,2014-09-24,발라드,10155,5,1,0,4
758,울컥,크리스탈,5394280,2014-09-25,발라드,14643,25,1,1,4
759,눈물나는 내 사랑,김범수,5389400,2014-09-23,발라드,4578,7,1,0,2
760,쳐다보지마,송지은,5389536,2014-09-24,발라드,6807,16,1,0,2
761,미치지 않고서야,에일리,5394266,2014-09-25,댄스,4800,4,1,0,3
762,문득병,에일리,5394268,2014-09-25,발라드,10278,16,1,0,2
763,정말 사랑했을까,브라운아이드소울,485716,2003-09-17,R&B/Soul,78036,145,0,0,1
764,변해가,트로이,5391128,2014-09-23,랩/힙합,4272,3,1,0,1
765,머문 기억이 보낸 편지,dk,5394257,2014-09-25,발라드,4622,8,1,0,2
766,이제는 안녕,에일리,5394267,2014-09-25,발라드,6539,10,1,0,1
767,내가 갈게,울랄라세션,5394080,2014-09-25,댄스,1064,2,1,0,1
768,그 한 사람,이승환,5394020,2014-09-25,발라드,13410,24,1,1,2
769,paris,크루셜스타,5390983,2014-09-23,"랩/힙합, 인디음악",9872,13,1,0,1
770,train,버즈,5386255,2014-09-22,록/메탈,3271,8,1,0,1
771,secret door,블락비,5389533,2014-09-22,랩/힙합,4824,4,1,1,1
772,들리나요,태연,1928055,2008-09-17,발라드,82078,188,0,1,1
773,동행,김동률,5400360,2014-10-01,발라드,81894,83,1,0,4
774,소격동,아이유,5401276,2014-10-02,일렉트로니카,79348,163,1,0,10
775,내 사람,김동률,5400358,2014-10-01,발라드,34953,45,1,0,7
776,청춘,김동률,5400357,2014-10-01,발라드,20288,45,1,0,4
777,advice,김동률,5400359,2014-10-01,발라드,14348,24,1,0,3
778,내 마음은,김동률,5400362,2014-10-01,발라드,13241,33,1,0,3
779,퍼즐,김동률,5400361,2014-10-01,발라드,5952,17,1,0,3
780,그 노래,김동률,5400364,2014-10-01,발라드,11598,30,1,0,3
781,오늘,김동률,33657242,2021-07-07,발라드,184,1,0,0,2
782,연애하나 봐,주니엘,5401393,2014-10-02,R&B/Soul,6889,4,1,0,3
783,걱정말아요 그대,"곽진언,김필",5402092,2014-10-03,포크/블루스,34488,21,1,0,10
784,그날이야,노을,5397449,2014-09-29,발라드,4374,3,1,0,2
785,넌 감동이야,비투비,5392701,2014-09-29,댄스,29750,47,1,0,1
786,두 번 죽이는 말,먼데이키즈,5400523,2014-10-01,발라드,2787,4,1,0,1
787,딱해,가비엔제이,5397452,2014-09-29,발라드,1838,1,1,0,1
788,don,바스코,633409,2020-06-19,랩/힙합,521,26,0,0,2
789,back in time,esens,5832395,2015-08-27,랩/힙합,11166,76,0,0,1
790,어린애처럼,신혜성,5401918,2014-10-02,국내드라마,5389,9,1,0,2
791,습관,플라이투더스카이,1981944,2008-01-20,발라드,13,0,0,0,1
792,시간과 낙엽,akmu,5408681,2014-10-10,발라드,94951,144,1,0,12
793,내 마음이 뭐가 돼,윤하,5402473,2014-10-07,발라드,25767,44,1,0,4
794,day n night,허각,5402720,2014-10-07,발라드,5916,1,1,0,3
795,너 하나만,김태우,5450484,2014-11-06,"발라드, R&B/Soul, 국내드라마",3372,8,0,0,6
796,장난인거 알아,레이나,5406903,2014-10-08,발라드,7314,8,1,0,3
797,if i,정동하,5406911,2014-10-08,록/메탈,5418,17,1,0,3
798,난,버나드박,5402841,2014-10-13,발라드,34668,144,1,0,2
799,falling in love,지아,5402722,2014-10-06,발라드,4713,3,1,0,2
800,좋겠다,가비엔제이,5404846,2014-10-07,발라드,7972,13,1,0,2
801,영원한 건 없지만,로이킴,5406680,2014-10-08,포크/블루스,15459,57,1,0,1
802,i believe,가인,5406426,2014-10-08,발라드,2753,1,1,1,1
803,매듭,하동균,5406829,2014-10-14,발라드,9915,23,1,0,1
804,지우고 지우다,더원,5401919,2014-10-06,발라드,1318,1,1,1,1
805,가을에,로이킴,5406681,2014-10-08,포크/블루스,6688,22,1,0,1
806,날 사랑한다면,로이킴,5406683,2014-10-08,포크/블루스,6650,7,1,0,1
807,rap star,스윙스,5402849,2014-10-06,랩/힙합,3164,7,1,0,1
808,잘 있나요 그대,로이킴,5406684,2014-10-08,포크/블루스,5361,12,1,0,1
809,화장 지웠어,개코,5415175,2014-10-16,랩/힙합,63025,94,1,0,17
810,보고싶어,걸스데이,5413548,2014-10-15,발라드,26863,66,1,0,9
811,error,빅스,5408541,2014-10-14,댄스,30131,94,1,0,6
812,christmalo win,서태지,5414970,2014-10-20,록/메탈,23441,88,1,0,4
813,제발,"윤민수,신용재",5408722,2014-10-11,발라드,16018,12,0,0,4
814,예쁜 나이 25살,송지은,5406933,2014-10-14,댄스,26073,261,1,0,7
815,얼음요새,김필,5409089,2014-10-13,발라드,29168,37,1,0,4
816,be natural,레드벨벳,5408717,2014-10-13,R&B/Soul,33666,128,1,0,1
817,장미꽃,개코,5415184,2014-10-16,랩/힙합,8730,20,1,0,2
818,if only,나윤권,5402876,2014-10-13,발라드,7452,10,1,0,1
819,휑하다,개코,5415181,2014-10-16,랩/힙합,9048,12,1,0,2
820,생각나,서인영,5408391,2014-10-17,R&B/Soul,5505,6,1,0,2
821,제정신이 아냐,개코,5415170,2014-10-16,랩/힙합,2497,7,1,0,1
822,고요,윤종신,5413367,2014-10-15,발라드,44674,79,1,0,2
823,사람의 마음,장기하와얼굴들,5404855,2014-10-15,"인디음악, 록/메탈",10169,29,1,0,1
824,청춘이 아파,빅스,5411186,2014-10-14,발라드,12617,19,1,0,1
825,before the rain,버나드박,5402838,2014-10-13,발라드,4596,10,1,0,1
826,어제까지,숙희,5411492,2014-10-14,발라드,13568,15,1,0,1
827,time machine,빅스,5411187,2014-10-14,댄스,11780,23,1,0,1
828,after dark,빅스,5411185,2014-10-14,댄스,10387,14,1,0,1
829,what u waiting for,빅스,5411188,2014-10-14,댄스,10025,10,1,0,1
830,은색 소나타,개코,5415177,2014-10-16,랩/힙합,6008,31,1,0,1
831,witch,보이프렌드,5406317,2014-10-13,댄스,4018,31,1,0,1
832,너 그리고 너,"유승우,타린",5408544,2014-10-10,포크/블루스,8320,9,0,0,1
833,서울 블루스 3,개코,5415171,2014-10-16,랩/힙합,1399,7,1,0,1
834,헤픈엔딩,에픽하이,5421427,2014-10-21,랩/힙합,93530,105,1,0,21
835,12시 30분,비스트,5413256,2014-10-20,발라드,100691,292,1,0,23
836,신발장,에픽하이,5419682,2014-10-21,랩/힙합,112893,223,1,0,3
837,스포일러,에픽하이,5421429,2014-10-21,랩/힙합,36615,66,1,0,8
838,또 싸워,에픽하이,5421434,2014-10-21,랩/힙합,20958,24,1,0,5
839,rich,에픽하이,5421428,2014-10-21,랩/힙합,16187,31,1,0,4
840,부르즈 할리파,에픽하이,5421433,2014-10-21,랩/힙합,23424,61,1,0,4
841,amor fati,에픽하이,5421435,2014-10-21,랩/힙합,17262,83,1,0,4
842,eyes nose lips,에픽하이,5421439,2014-10-21,랩/힙합,15292,23,1,0,4
843,바람,god,5424619,2014-10-22,발라드,17509,36,1,0,4
844,life is good,에픽하이,5421438,2014-10-21,랩/힙합,7320,9,1,0,3
845,막을 올리며,에픽하이,5421426,2014-10-21,랩/힙합,10369,26,1,0,3
846,lesson 5,에픽하이,5421437,2014-10-21,랩/힙합,6167,16,1,0,3
847,눈을 감아도,비스트,5413259,2014-10-20,발라드,22474,25,1,0,4
848,좋은 일이야,비스트,5413258,2014-10-20,발라드,20886,19,1,0,3
849,가까이,비스트,5413260,2014-10-20,댄스,20213,19,1,0,3
850,so hot,비스트,5413261,2014-10-20,댄스,19365,48,1,0,2
851,갈 곳이 없어,거미,5419547,2014-10-20,발라드,5608,6,1,0,2
852,달아요,박정현,1778187,2007-12-11,"발라드, R&B/Soul",23873,39,0,0,2
853,내 얘긴 안해,강민희,5424585,2014-10-22,R&B/Soul,6790,5,1,0,2
854,this is love,슈퍼주니어,4853300,2014-08-29,댄스,9296,30,0,0,2
855,숲 속의 파이터,서태지,5419221,2014-10-20,록/메탈,4076,16,1,0,1
856,하고 싶은 거 다,s,5428230,2014-10-24,발라드,3822,7,1,0,2
857,비록,서태지,5419225,2014-10-20,록/메탈,3818,25,1,0,1
858,prison break,서태지,5419222,2014-10-20,록/메탈,2620,3,1,0,1
859,90s icon,서태지,5419223,2014-10-20,일렉트로니카,2791,12,1,0,1
860,잃어버린,서태지,5419224,2014-10-20,록/메탈,2707,7,1,0,1
861,phone in love,알맹,5422009,2014-10-21,R&B/Soul,3582,4,1,0,1
862,기다림,김필,5419618,2014-10-20,발라드,4454,5,1,0,1
863,성탄절의 기적,서태지,5419226,2014-10-20,록/메탈,2463,14,1,0,1
864,오늘따라,2am,5424572,2014-10-30,R&B/Soul,7551,12,1,0,3
865,어떻게 사랑이 그래요,이승환,1490825,2006-11-11,발라드,72972,163,0,0,9
866,언제쯤이면,윤현상,5439395,2014-10-31,발라드,96557,107,1,0,18
867,술이 너보다 낫더라,"포스트맨,6to8",5431090,2014-10-27,발라드,26916,14,1,0,11
868,나타나 주라,2am,5430793,2014-10-30,발라드,8917,13,1,0,4
869,민물 장어의 꿈,신해철,426308,2002-09-09,"발라드, 록/메탈",9067,45,0,0,2
870,sofa,크러쉬,5431071,2014-10-30,R&B/Soul,96116,110,1,0,4
871,울면서 달리기,vos,5434937,2014-10-29,발라드,3245,6,1,0,2
872,5분 고백송,윤건,5430341,2014-10-27,발라드,3803,11,1,0,1
873,슬픔을 참는 세 가지 방법,혜령,34218068,2021-11-07,발라드,104,1,0,0,1
874,my ballad,스윙스,5433825,2014-10-28,랩/힙합,3467,11,1,0,1
875,그대에게,신해철,57618,1991-03-20,록/메탈,53941,174,0,0,1
876,거리에서,2lson,5428782,2014-10-24,R&B/Soul,6182,6,0,0,1
877,사랑   후에,신혜성&옥주현,1522421,2006-12-20,발라드,18842,40,0,0,2
878,맘에 걸려,스탠딩에그,5438154,2014-10-30,"인디음악, 포크/블루스",8798,7,1,0,2
879,슬픈표정하지 말아요,신해철,5518902,2014-12-24,록/메탈,5150,18,0,0,1
880,노래는 거짓말을 못해요,알리,5457854,2014-11-12,발라드,3541,6,0,0,1
881,사랑 내사랑,"김그림,백청강",5433812,2014-10-28,발라드,1903,2,1,0,1
882,오늘같은 날,애즈원,8233368,2016-06-20,R&B/Soul,497,0,0,0,1
883,내가 그리웠니,mc몽,5442688,2014-11-03,랩/힙합,50486,129,1,0,19
884,내 생애 가장 행복한 시간,mc몽,5442687,2014-11-03,랩/힙합,89685,353,1,0,22
885,죽을 만큼 아파서,mc몽,2733249,2010-06-24,랩/힙합,95260,336,0,0,6
886,마음 단단히 먹어,mc몽,5442689,2014-11-03,랩/힙합,29261,61,1,0,8
887,도망가자,mc몽,5442691,2014-11-03,랩/힙합,48065,218,1,0,9
888,new york,mc몽,5442690,2014-11-03,랩/힙합,16534,24,1,0,8
889,고장난 선풍기,mc몽,5442692,2014-11-03,랩/힙합,24327,46,1,0,7
890,whatever,mc몽,5442697,2014-11-03,랩/힙합,18468,47,1,0,5
891,what could i do,mc몽,5442693,2014-11-03,랩/힙합,12068,11,1,0,5
892,격정적인 열애설,mc몽,5442694,2014-11-03,랩/힙합,8269,12,1,0,4
893,0904,mc몽,5442698,2014-11-03,랩/힙합,10155,12,1,0,3
894,e r,mc몽,5442699,2014-11-03,랩/힙합,9132,19,1,0,3
895,tough cookie,지코,5449581,2014-11-07,랩/힙합,51315,88,1,0,10
896,위로,어반자카파,5445196,2014-11-04,발라드,33877,31,1,0,4
897,외침,디오,5443139,2014-11-03,"발라드, 국내영화",50385,201,1,0,1
898,산다는 건,홍진영,5450271,2014-11-06,성인가요/트로트,50655,84,1,0,21
899,널 사랑한 시간에,xia,5508954,2014-12-17,발라드,7918,18,0,1,2
900,고스트,스피카,5440792,2014-11-05,발라드,5063,21,1,0,1
901,she,종현,8193660,2016-05-24,댄스,32246,219,0,0,1
902,미운 나,어반자카파,5445197,2014-11-04,발라드,7382,6,1,0,3
903,눈물이 나,포스트맨,5450338,2014-11-06,발라드,8962,10,1,0,2
904,끈적끈적,헬로비너스,5450234,2014-11-06,댄스,3783,10,1,0,2
905,내일,한희정,5440651,2014-10-31,록/메탈,31091,68,0,1,5
906,하루,메이트,5448003,2014-11-05,"인디음악, 록/메탈",9009,17,1,0,1
907,나는 달라,hisuhyun,5456526,2014-11-11,R&B/Soul,51278,41,1,0,16
908,광화문에서,규현,5458267,2014-11-13,발라드,232664,555,1,0,29
909,사뿐사뿐,aoa,5456521,2014-11-11,댄스,50642,111,1,0,30
910,쓰담쓰담,10cm,5459290,2014-11-19,"인디음악, 포크/블루스",57638,52,1,0,17
911,첫눈예보,나비,5458192,2014-11-12,R&B/Soul,4373,2,1,0,2
912,펑펑,알리,5457853,2014-11-12,발라드,54729,60,1,0,11
913,우린 문제 없어,틴탑,5455020,2014-11-10,발라드,6462,43,1,0,1
914,지금 우는 사람들,울랄라세션,5456806,2014-11-19,발라드,4497,11,1,0,2
915,어제처럼 굿나잇,러블리즈,5454678,2014-11-17,발라드,30938,223,1,0,1
916,뒷모습이 참 예뻤구나,규현,5459420,2014-11-13,발라드,15351,16,1,0,2
917,eternal sunshine,규현,5459418,2014-11-13,발라드,19066,66,1,0,2
918,이별을 말할 때,규현,5459421,2014-11-13,발라드,12186,27,1,0,2
919,"나의 생각, 너의 기억",규현,5459424,2014-11-13,발라드,12662,43,1,0,1
920,치키차카초코초,도끼,5459422,2014-11-13,발라드,11187,36,1,0,1
921,깊은 밤을 날아서,규현,5459423,2014-11-13,발라드,56319,105,1,0,1
922,너의 말투로 살아,dk,5452927,2014-11-07,발라드,5466,12,0,0,1
923,밖에 비온다 주룩주룩,도끼,5456859,2014-11-11,랩/힙합,82,0,1,0,1
924,매일 매일 매일,어반자카파,5445199,2014-11-04,발라드,3666,1,0,0,1
925,피아노 앞에서,어반자카파,5445198,2014-11-04,발라드,4452,4,0,0,1
926,u & i,토이,5465008,2014-11-18,발라드,105230,223,1,0,9
927,white,"카라,레인보우,오종혁,ajax,dspgirls",5470838,2014-11-21,랩/힙합,87510,225,0,0,1
928,"december, 2014",exo,5515390,2014-12-22,발라드,68645,281,1,0,4
929,사랑에 빠지고 싶다,정승환,5495296,2014-12-07,발라드,99626,85,0,0,23
930,위아래,exid,4840271,2014-08-27,댄스,76271,94,0,0,37
931,angel,"윤미래,타이거jk,비지",5495681,2014-12-08,랩/힙합,45059,45,1,0,17
932,울면 안 돼,비투비,5515283,2014-12-22,댄스,54666,223,1,0,2
933,good boy,gdxtaeyang,5470838,2014-11-21,랩/힙합,87502,225,1,0,30
934,싱숭생숭,"다이나믹듀오,박정현",5493729,2014-12-05,랩/힙합,49796,99,1,0,17
935,미리 메리 크리스마스,아이유,3053259,2010-12-09,댄스,170811,1082,0,0,47
936,지친 하루,윤종신,5514585,2014-12-20,록/메탈,84954,218,1,0,5
937,하나뿐인 사람,케이윌,5511318,2014-12-18,발라드,19829,18,1,1,10
938,winter wonderland,성시경,5482636,2014-12-09,발라드,53100,49,1,0,3
939,세 사람,토이,5465008,2014-11-18,발라드,105229,223,1,0,21
940,happy together,박효신,5474213,2014-11-24,발라드,74608,68,1,0,15
941,니가 모르게,로꼬,5476552,2014-11-28,랩/힙합,107181,99,1,0,21
942,"별, 그대",정용화,5517202,2014-12-23,포크/블루스,7500,18,1,0,2
943,지워,"효린,주영",5462666,2014-11-20,발라드,36320,42,1,0,18
944,나처럼 사랑했을까,"포스트맨,바닐라어쿠스틱",5513878,2014-12-19,발라드,13924,7,1,0,3
945,all i want for christmas is you,mariahcarey,5504874,2014-12-14,발라드,18605,38,0,0,39
946,love is you,"케이윌,씨스타,정기고,매드클라운,보이프렌드,주영",5489152,2014-12-04,댄스,14898,11,1,0,7
947,kiss me,자이언티,5519243,2014-12-24,R&B/Soul,13480,11,1,1,2
948,너일까,신용재,5511223,2014-12-18,발라드,5778,5,1,0,3
949,시간아 천천히,이진아,5473834,2014-11-23,발라드,39179,68,0,0,10
950,it s christmas day,로이킴,5513708,2014-12-19,포크/블루스,10715,27,1,0,2
951,피노키오,로이킴,5480966,2014-11-27,포크/블루스,42427,61,1,1,13
952,born hater,에픽하이,5419682,2014-10-21,랩/힙합,112892,223,1,0,23
953,청춘연가,넬,5503347,2014-12-15,록/메탈,22681,44,1,0,3
954,tell me what is love,exo,5515369,2014-12-22,댄스,30997,43,1,0,1
955,must have love,"sg워너비,브라운아이드걸스",1489805,2006-11-16,R&B/Soul,71755,348,0,0,7
956,piano man,마마무,5472103,2014-11-21,댄스,56180,65,1,0,14
957,끝,2lson,5511065,2014-12-19,R&B/Soul,11648,10,1,0,2
958,바라보기,엠씨더맥스,5482064,2014-11-28,발라드,71203,69,1,1,35
959,울어도 돼,비투비,5488945,2014-12-22,댄스,58268,217,0,0,5
960,이리와봐,mastawu,5486885,2014-12-02,랩/힙합,18204,15,1,0,6
961,i m not the only one,samsmith,4806686,2014-08-12,발라드,148086,326,0,0,119
962,아무일 없었다는 듯,"휘성,알리",5497052,2014-12-09,발라드,6176,8,1,0,4
963,걔 성격 몰라,투빅,5516974,2014-12-23,R&B/Soul,3956,2,1,0,2
964,죽을만큼 아파서 part 2,mc몽,2733249,2010-06-24,랩/힙합,95248,336,0,0,11
965,"눈, 코, 입",태양,4671151,2014-06-03,R&B/Soul,178024,227,1,0,40
966,"love, love, love",exo,5721440,2015-06-03,댄스,176957,711,0,0,1
967,겨울 고백,"성시경,박효신,서인국,빅스,여동생",4354180,2013-12-10,발라드,69684,119,1,0,12
968,눈이 오는 날엔,nsyoong,5478283,2014-11-26,발라드,13907,15,0,0,1
969,gravity,sarabareilles,1915952,2008-08-14,POP,26736,45,0,0,2
970,어떡하죠,강남,5521094,2014-12-26,발라드,6545,7,1,0,2
971,그게나야,김동률,5400360,2014-10-01,발라드,81889,83,1,0,14
972,beautiful,exo,5672392,2015-04-22,발라드,98869,418,0,1,4
973,금요일에 만나요,아이유,4369827,2013-12-20,발라드,254543,424,1,0,84
974,틈,"소유,권순일,박용인",5390701,2014-09-26,R&B/Soul,45598,19,1,0,15
975,그녀가 말했다,토이,5465096,2014-11-18,발라드,65094,122,1,0,6
976,거짓말 거짓말 거짓말,이적,4312955,2013-11-15,발라드,102166,163,1,0,22
977,눈의 꽃,박효신,623902,2004-11-15,국내드라마,171400,407,0,0,1
978,baby it s cold outside,"성시경,에일리",5497220,2014-12-09,발라드,6594,16,1,0,3
979,집 밥,김범수,5470601,2014-11-21,발라드,13842,15,1,0,6
980,썸,"소유,정기고",4433490,2014-02-07,R&B/Soul,167811,247,1,0,51
981,아파도 괜찮아,이현,5512395,2014-12-19,발라드,1538,0,0,1,1
982,아름다워,이정,5518850,2014-12-24,발라드,2444,5,1,0,1
983,겁나,멜로디데이,5503377,2014-12-12,발라드,8228,15,1,0,3
984,maps,maroon5,5408681,2014-10-10,발라드,94948,144,0,0,44
985,악몽,배치기,5526865,2014-12-31,랩/힙합,19145,19,1,0,11
986,숨,"바스코,샤넌,기리보이",1606428,1996-08-01,댄스,15317,37,0,0,1
987,그녀와의 이별,김현정,38547,1997-01-01,댄스,31997,64,0,0,8
