,music,singer,music_id,release_date,category,music_like,comment_count,within 7days,ost,rank_count
2464,iffy,"sikk,ph1,박재범",30632329,2017-09-16,랩/힙합,105456,327,1,0,1
2465,썸 탈꺼야,볼빨간사춘기,30657307,2017-09-28,"인디음악, 포크/블루스",214354,623,1,0,38
2466,나의 사춘기에게,볼빨간사춘기,30657311,2017-09-28,"인디음악, 포크/블루스",309163,1979,1,0,33
2467,blue,볼빨간사춘기,30657308,2017-09-28,"인디음악, 포크/블루스",150107,414,1,0,26
2468,고쳐주세요,볼빨간사춘기,30657309,2017-09-28,"인디음악, 포크/블루스",60087,162,1,0,11
2469,상상,볼빨간사춘기,30657310,2017-09-28,"인디음악, 포크/블루스",52327,168,1,0,10
2470,실화,케이윌,30651724,2017-09-26,발라드,30648,154,1,0,5
2471,rollin,비원에이포,30648988,2017-09-25,댄스,45250,1050,1,0,3
2472,perhaps love,"에릭남,cheeze",30660281,2017-09-29,발라드,93766,177,1,0,9
2473,길,폴킴,30654623,2017-09-27,R&B/Soul,89033,290,1,0,4
2474,안녕 가을,케이윌,30651723,2017-09-26,발라드,15658,90,1,0,1
2475,미필적 고의,케이윌,30651725,2017-09-26,발라드,8850,24,1,0,1
2476,긴 밤이 오면,에디킴,30657325,2017-09-28,록/메탈,30627,143,1,1,3
2477,you are,승희,30646385,2017-09-25,발라드,26588,182,1,1,2
2478,좋겠다,로이킴,30660180,2017-10-05,록/메탈,21044,53,1,1,3
2479,그림자,휘인,30660684,2017-10-06,발라드,42253,224,1,1,5
2480,it s you,헨리,30659579,2017-10-04,발라드,51791,313,1,1,2
2481,사랑 ing,은하,30653241,2017-10-02,발라드,9763,84,1,1,1
2482,밤이 되니까,펀치,30659630,2017-09-29,R&B/Soul,212227,404,1,0,52
2483,where you at,뉴이스트w,30661885,2017-10-10,댄스,85851,1427,1,0,11
2484,너를 찾아서,윤종신,31090297,2018-05-23,발라드,11446,47,0,0,9
2485,나에게 넌,다비치,30663524,2017-10-11,발라드,28621,108,1,0,6
2486,잘,gray,31329730,2018-09-29,랩/힙합,923,10,0,0,4
2487,하루만,뉴이스트w,30661884,2017-10-10,댄스,46450,357,1,0,4
2488,i love you boy,수지,30664017,2017-10-11,발라드,33457,135,1,1,5
2489,지금까지 행복했어요,뉴이스트w,30661889,2017-10-10,발라드,47192,901,1,0,1
2490,with,뉴이스트w,31331749,2018-10-01,댄스,19745,332,0,0,1
2491,paradise,뉴이스트w,30661886,2017-10-10,댄스,38070,483,1,0,1
2492,good love,뉴이스트w,30661887,2017-10-10,댄스,36681,408,1,0,1
2493,고민,gary,30653237,2017-10-09,발라드,12994,32,1,1,1
2494,그댄 모르죠,정재형,30660756,2017-10-09,발라드,8823,197,1,0,1
2495,그리워하다,비투비,30672529,2017-10-16,발라드,287808,4896,1,0,86
2496,celebrate,하이라이트,30672400,2017-10-16,댄스,56804,561,1,0,1
2497,move,태민,30672385,2017-10-16,R&B/Soul,75819,622,1,0,5
2498,후회해,박진영,30670664,2017-10-16,R&B/Soul,14468,128,1,0,2
2499,짙어져,멜로망스,30667988,2017-10-15,록/메탈,96017,210,1,1,34
2500,fantasy,jbj,30677556,2017-10-18,댄스,32851,469,1,0,3
2501,my lady,비투비,30672530,2017-10-16,발라드,40724,416,1,0,1
2502,오늘도 그리워 그리워,다비치,30734160,2017-11-16,발라드,6483,12,0,1,5
2503,가을 안부,먼데이키즈,30669593,2017-10-14,발라드,180748,746,1,0,76
2504,새빨간 거짓말,비투비,30672531,2017-10-16,댄스,37988,218,1,0,1
2505,꼭 너여야 해,봉구,30669427,2017-10-16,발라드,14064,34,1,1,2
2506,헤어질 수 밖에,김나영,30675647,2017-10-20,발라드,47544,93,1,0,12
2507,꿈에,비투비,30672535,2017-10-16,발라드,37453,238,1,0,1
2508,이별을 만나다,비투비,30672537,2017-10-16,발라드,35134,189,1,0,1
2509,신바람,비투비,30672532,2017-10-16,댄스,45921,302,1,0,1
2510,who am i,하이라이트,30672402,2017-10-16,발라드,23421,131,1,0,1
2511,나나나,비투비,30672534,2017-10-16,발라드,34751,282,1,0,1
2512,guitar,비투비,30672536,2017-10-16,댄스,33449,272,1,0,1
2513,take on me,하이라이트,30672401,2017-10-16,댄스,22527,81,1,0,1
2514,fly away,비투비,30672538,2017-10-16,R&B/Soul,32011,290,1,0,1
2515,finale   우리들의 콘서트,비투비,30672539,2017-10-16,발라드,38968,403,1,0,1
2516,love like this,하이라이트,30672403,2017-10-16,댄스,19486,48,1,0,1
2517,연애소설,에픽하이,30688500,2017-10-23,랩/힙합,175927,886,1,0,26
2518,빈차,에픽하이,30688502,2017-10-23,랩/힙합,115821,574,1,0,17
2519,노땡큐,에픽하이,30688501,2017-10-23,랩/힙합,108611,1982,1,0,15
2520,그 사람을 아나요,임창정,30688990,2017-10-23,발라드,73005,253,1,0,23
2521,상실의 순기능,에픽하이,30688504,2017-10-23,랩/힙합,28764,196,1,0,3
2522,눈 떠보니 이별이더라,포맨,30690674,2017-10-24,발라드,120524,293,1,0,37
2523,here come the regrets,에픽하이,30688503,2017-10-23,랩/힙합,15913,248,1,0,2
2524,문배동 단골집,에픽하이,30688509,2017-10-23,랩/힙합,15923,130,1,0,2
2525,개화,에픽하이,30688508,2017-10-23,랩/힙합,17031,238,1,0,2
2526,난 사람이 제일 무서워,에픽하이,30688499,2017-10-23,랩/힙합,10324,101,1,0,2
2527,어른 즈음에,에픽하이,30688507,2017-10-23,랩/힙합,14044,159,1,0,2
2528,bleed,에픽하이,30688505,2017-10-23,랩/힙합,8611,154,1,0,1
2529,tape 2002年 7月 28日,에픽하이,30688506,2017-10-23,랩/힙합,3629,90,1,0,1
2530,바보야,스탠딩에그,30693104,2017-10-25,"발라드, 인디음악",24835,79,1,0,3
2531,미로,김나영,30691729,2017-10-25,발라드,21814,55,1,1,3
2532,시간을 걸어서,포맨,30690673,2017-10-24,발라드,14199,56,1,0,1
2533,너를 꺼내는 이유,임창정,30688991,2017-10-23,발라드,7027,73,1,0,1
2534,aroma,휘성,30687065,2017-10-23,R&B/Soul,6781,76,1,0,1
2535,likey,twice,30700708,2017-10-30,댄스,146758,2000,1,0,38
2536,나의 밤 나의 너,성시경,30698332,2017-10-31,발라드,38579,257,1,0,7
2537,this is me,"kealasettle,thegreatestshowmanensemble",30700709,2017-10-30,발라드,31787,272,0,0,1
2538,겨울소리,박효신,30810765,2018-01-01,발라드,86048,998,1,0,10
2539,instagram,dean,30806580,2017-12-26,R&B/Soul,276677,1118,1,0,33
2540,비행운,문문,30086173,2016-11-10,"인디음악, 록/메탈",223712,2005,0,0,35
2541,heart shaker,twice,30781481,2017-12-11,댄스,154991,1652,1,0,36
2542,그날처럼,장덕철,30755375,2017-11-28,발라드,251624,1819,1,0,69
2543,기억의 빈자리,나얼,30757693,2017-11-29,R&B/Soul,126260,590,1,0,25
2544,좋아,"윤종신,민서",30729198,2017-11-15,발라드,139191,1037,1,0,26
2545,피카부,레드벨벳,30736437,2017-11-17,댄스,169977,1634,1,0,26
2546,universe,exo,30806536,2017-12-26,발라드,187487,2226,1,0,38
2547,havana,camilacabello,30753021,2017-12-04,발라드,124192,870,0,0,68
2548,"그때의 나, 그때의 우리",어반자카파,30709103,2017-11-08,R&B/Soul,113826,278,1,0,26
2549,beautiful,wannaone,30725482,2017-11-13,발라드,238120,2526,1,0,60
2550,santa tell me,arianagrande,5475060,2014-11-24,POP,231751,819,0,0,48
2551,there s nothing holdin  me back,shawnmendes,30314784,2017-03-24,발라드,454840,2462,0,0,40
2552,비도 오고 그래서,헤이즈,30492279,2017-06-26,R&B/Soul,306323,1486,1,0,70
2553,미안해,양다일,30809895,2017-12-29,R&B/Soul,213397,438,1,0,73
2554,칠해줘,마마무,30819446,2018-01-04,발라드,34995,444,1,0,3
2555,바보야,허각,30753213,2017-11-27,발라드,74180,181,1,0,23
2556,노력,박원,30099927,2016-11-17,발라드,199420,603,1,0,38
2557,덜덜덜,exid,30713051,2017-11-07,댄스,57719,332,1,0,18
2558,에너제틱,wannaone,30568338,2017-08-07,댄스,288828,4732,1,0,84
2559,뻔한 이별,"소유,성시경",30725643,2017-12-13,발라드,51666,149,0,0,14
2560,바보에게 바보가,지아,30777979,2017-12-12,발라드,33163,91,1,0,9
2561,this christmas,태연,30784187,2017-12-12,발라드,84884,674,1,0,6
2562,좋았을걸,헤이즈,30784303,2017-12-14,발라드,36083,125,1,1,8
2563,지나갈 테니,exo,30806539,2017-12-26,발라드,97692,553,1,0,6
2564,갖고 싶어,wannaone,30725483,2017-11-13,발라드,125299,817,1,0,14
2565,폰서트,10cm,30611680,2017-09-01,"인디음악, 포크/블루스",216770,268,1,0,35
2566,lip & hip,현아,30806540,2017-12-26,R&B/Soul,82518,366,0,0,7
2567,내 편이 돼줘,크러쉬,30795395,2017-12-19,R&B/Soul,40428,238,1,0,4
2568,fall,exo,30806541,2017-12-26,R&B/Soul,76084,212,1,0,4
2569,고양이,선우정아,30809740,2017-12-28,"재즈, 애시드/퓨전/팝",76908,417,1,0,2
2570,러브스토리,수란,30715020,2017-11-10,R&B/Soul,70970,227,1,0,10
2571,miss u,김나영,31426944,2018-11-15,발라드,635,5,0,0,1
2572,우리 둘만 아는,윤건,30702937,2017-10-31,발라드,98176,219,0,0,17
2573,snowman,sia,30717645,2022-12-30,POP,245835,637,0,0,63
2574,twilight,wannaone,30725484,2017-11-13,댄스,100312,479,1,0,8
2575,merry & happy,twice,30461396,2017-06-08,R&B/Soul,251825,1810,0,0,4
2576,추위,"정인,윤종신",30810653,2017-12-28,발라드,8028,50,1,0,2
2577,첫사랑,볼빨간사춘기,30163110,2016-12-21,"인디음악, 포크/블루스",226648,292,0,0,23
2578,사랑한다 말해도,김동률,30833272,2018-01-11,발라드,45189,277,1,0,3
2579,tell me,인피니트,30824600,2018-01-08,댄스,65977,1486,1,0,9
2580,비밀정원,오마이걸,30827192,2018-01-09,댄스,159474,2839,1,0,12
2581,떠나지마요,블락비,30824538,2018-01-08,발라드,43807,975,1,0,4
2582,moonlight,김동률,30833271,2018-01-11,발라드,6208,56,1,0,2
2583,contact,김동률,30833274,2018-01-11,발라드,9553,129,1,0,2
2584,연극,김동률,30833273,2018-01-11,발라드,5333,125,1,0,1
2585,하루 일과,자이언티,30832280,2018-01-11,R&B/Soul,18069,39,1,1,2
2586,handclap,fitz&thetantrums,8111603,2017-07-24,POP,196757,492,0,0,61
2587,물감,문문,30381221,2017-04-24,"인디음악, 포크/블루스",72944,204,0,0,1
2588,주인공,선미,30838076,2018-01-18,댄스,112232,918,1,0,20
2589,roller coaster,청하,30844118,2018-01-17,댄스,188085,1219,1,0,50
2590,꽃이야,jbj,30844817,2018-01-17,댄스,41122,432,1,0,5
2591,뿜뿜,모모랜드,30816860,2018-01-03,댄스,150306,1428,0,0,43
2592,네 옆에 있을게,멜로망스,30836995,2018-01-13,발라드,16717,30,1,1,1
2593,다른사람을 사랑하고 있어,수지,30851703,2018-01-29,발라드,86093,830,0,0,11
2594,빛이 나,종현,30853153,2018-01-23,댄스,65933,1639,1,0,6
2595,사랑을 했다,ikon,30859584,2018-01-25,랩/힙합,330206,5293,1,0,60
2596,너 없는 시간들,다비치,30859636,2018-01-25,발라드,67890,305,1,0,14
2597,환상통,종현,30853154,2018-01-23,댄스,32488,299,1,0,1
2598,우린 봄이 오기 전에,종현,30853163,2018-01-23,발라드,52179,1597,1,0,2
2599,와플,종현,30853155,2018-01-23,R&B/Soul,27680,358,1,0,1
2600,you,멜로망스,30849733,2018-01-22,발라드,184076,445,1,0,57
2601,long time no see,ikon,30859595,2018-01-25,랩/힙합,53436,803,1,0,6
2602,baby it s u,정세운,30857381,2018-01-24,R&B/Soul,26597,228,1,0,1
2603,기름때,종현,30853156,2018-01-23,R&B/Soul,21003,137,1,0,1
2604,take the dive,종현,30853157,2018-01-23,R&B/Soul,24077,292,1,0,1
2605,사람 구경 중,종현,30853158,2018-01-23,댄스,20371,133,1,0,1
2606,어떤 기분이 들까,종현,30853161,2018-01-23,R&B/Soul,21126,124,1,0,1
2607,bad boy,레드벨벳,30864993,2018-01-29,댄스,190679,2114,1,0,31
2608,holiday,수지,30851704,2018-01-29,R&B/Soul,59290,534,1,0,6
2609,내가 돌아,보아,30870114,2018-01-31,댄스,16999,210,1,0,2
2610,all right,레드벨벳,30864994,2018-01-29,댄스,25591,220,1,0,1
2611,beautiful,ikon,30859585,2018-01-25,랩/힙합,36431,278,1,0,2
2612,나쁜놈,ikon,30859587,2018-01-25,랩/힙합,36286,380,1,0,1
2613,느낌,폴킴,30868631,2018-01-31,R&B/Soul,36035,133,1,0,2
2614,안아보자,ikon,30859590,2018-01-25,랩/힙합,27392,239,1,0,1
2615,best friend,ikon,30859588,2018-01-25,랩/힙합,33849,278,1,0,1
2616,눈사람,정승환,30877002,2018-02-19,발라드,242417,1510,0,0,25
2617,고맙다,세븐틴,30878838,2018-02-05,댄스,118695,1955,1,0,8
2618,오늘밤도,펀치,30879719,2018-02-06,R&B/Soul,58434,129,1,0,9
2619,봉제선,다이나믹듀오,30882218,2018-02-07,R&B/Soul,31534,187,1,0,4
2620,마지막으로 안아도 될까,허각,30874386,2018-02-06,발라드,24432,75,1,0,3
2621,이별 뒷면,권진아,30869144,2018-02-02,발라드,63543,228,1,1,3
2622,내일할래,효린,30880717,2018-02-06,발라드,11545,58,1,0,1
2623,지금 널 찾아가고 있어,세븐틴,30878839,2018-02-05,댄스,102355,973,1,0,2
2624,thinkin  about you,세븐틴,30878837,2018-02-05,댄스,66180,429,1,0,1
2625,다시 쓰고 싶어,에일리,30889512,2018-02-09,발라드,27724,65,1,1,5
2626,my way,이수,30721801,2017-11-11,발라드,163345,834,1,1,51
2627,잘가라,홍진영,30883561,2018-02-07,성인가요/트로트,37409,121,1,0,1
2628,그때 헤어지면 돼,로이킴,30884950,2018-02-12,발라드,233403,1122,1,0,57
2629,별,양요섭,30890388,2018-02-19,발라드,44316,547,0,0,4
2630,thunder,imaginedragons,34778121,2022-03-22,발라드,4408,8,0,0,37
2631,후유증,"김희철,민경훈",30899960,2018-02-17,록/메탈,41898,501,1,0,4
2632,비가 온다,정승환,30902271,2018-02-19,발라드,63326,302,1,0,5
2633,네가 없는 곳,양요섭,30902280,2018-02-19,R&B/Soul,38050,293,1,0,5
2634,사랑은 아프다,이승철,30897880,2018-02-17,발라드,12745,103,1,1,1
2635,안되나용,김영철,30900007,2018-02-17,성인가요/트로트,10671,200,1,0,1
2636,"one shot, two shot",보아,30905066,2018-02-20,댄스,26119,233,1,0,1
2637,"다시, 봄",정승환,30902270,2018-02-19,발라드,15536,129,1,0,1
2638,복을 발로 차버렸어,"강호동,홍진영",30897349,2018-02-17,성인가요/트로트,8641,81,1,0,1
2639,true love,김성규,30917488,2018-02-26,록/메탈,33718,563,1,0,2
2640,빛,hot,91299,1998-09-01,댄스,44383,424,0,0,3
2641,행복,hot,91264,1997-07-05,댄스,29968,109,0,0,1
2642,너 하나만,got7,30923843,2018-03-12,R&B/Soul,33514,367,0,0,4
2643,별이 빛나는 밤,마마무,30937275,2018-03-07,댄스,180272,1512,1,0,35
2644,바람,헤이즈,30939452,2018-03-08,랩/힙합,125316,519,1,0,1
2645,약속해요,wannaone,30930312,2018-03-19,댄스,158967,1692,0,0,26
2646,내가 더 나빠,헤이즈,30939454,2018-03-08,R&B/Soul,71444,217,1,0,12
2647,괜찮냐고,헤이즈,30939453,2018-03-08,R&B/Soul,59134,333,1,0,8
2648,고무줄다리기,ikon,30929917,2018-03-05,랩/힙합,36726,567,1,0,3
2649,별 바람 꽃 태양,마마무,30935467,2018-03-07,발라드,33133,210,1,0,4
2650,잘 살길 바래,헤이즈,30939455,2018-03-08,R&B/Soul,20081,75,1,0,3
2651,mianhae,헤이즈,30939457,2018-03-08,랩/힙합,22544,179,1,0,3
2652,그날의 너에게,노을,30927435,2018-03-05,발라드,8185,31,1,0,1
2653,다시,이상순,32830280,2020-08-01,포크/블루스,28268,625,0,0,1
2654,she s gone,정일훈,30939515,2018-03-08,랩/힙합,38775,761,1,0,2
2655,꽃 길,bigbang,30948698,2018-03-13,R&B/Soul,233800,3144,1,0,30
2656,look,got7,30945696,2018-03-12,댄스,48951,437,1,0,3
2657,나타나줘,로꼬,30951305,2018-03-14,랩/힙합,51796,168,1,0,8
2658,my blossom,소유,30945823,2018-03-12,발라드,15317,39,1,0,2
2659,action,dprlive,30948892,2018-03-13,랩/힙합,55239,249,1,0,1
2660,실례해도 될까요,"장재인,수호",30942260,2018-03-09,발라드,48601,354,1,0,1
2661,결혼,문문,30689468,2017-10-24,발라드,112599,430,0,1,13
2662,북,"배연서,오담률",30901347,2018-03-14,랩/힙합,98804,983,1,0,15
2663,boomerang,wannaone,30960341,2018-03-19,댄스,145249,2134,1,0,31
2664,소나기,용준형,30970444,2018-03-22,발라드,161526,1291,1,0,35
2665,gold,wannaone,30960340,2018-03-19,댄스,70923,458,1,0,3
2666,너의 이름을,wannaone,30960344,2018-03-19,발라드,70246,383,1,0,3
2667,보여,wannaone,30960343,2018-03-19,댄스,70422,478,1,0,3
2668,we are,wannaone,30960342,2018-03-19,댄스,56665,190,1,0,2
2669,껍데기는 가,"김근수,조원우",30962526,2018-03-20,발라드,420756,1074,1,1,2
2670,어린 왕자,"김하온,박준호",30974156,2018-03-24,랩/힙합,98525,574,1,0,13
2671,like it,"배연서,윤진영",8235260,2016-06-21,R&B/Soul,301985,759,0,0,8
2672,바코드,"김하온,이병재",30981678,2018-03-28,댄스,35001,435,1,0,17
2673,지나오다,닐로,30699142,2017-10-31,발라드,258467,9258,0,0,74
2674,그럴 수밖에,김동률,30978870,2018-03-27,발라드,14989,114,1,0,1
2675,남겨둘게,키썸,30977433,2018-03-27,발라드,18159,90,1,0,1
2676,널 부르는 밤,나얼,30982357,2018-03-28,R&B/Soul,17641,197,1,0,1
2677,someone like you,exocbx,30974085,2018-03-24,발라드,74981,520,1,1,1
2678,하루끝엔 그대가 있어요,한동근,30974146,2018-03-25,발라드,41533,106,1,1,1
2679,매일 봐요,마마무,30988221,2018-03-30,댄스,18006,111,1,0,2
2680,everyday,위너,30997649,2018-04-04,랩/힙합,155979,1519,1,0,23
2681,young wave,오담률,30990167,2018-04-02,댄스,25831,285,1,0,4
2682,air,위너,30997650,2018-04-04,댄스,64753,618,1,0,6
2683,넋두리,닐로,9642570,2016-09-12,발라드,124245,431,0,0,35
2684,손만 잡고 자자,위너,30997652,2018-04-04,랩/힙합,47604,417,1,0,3
2685,madmax,박준호,30989545,2018-03-31,랩/힙합,17464,268,1,0,1
2686,탓,이병재,30989466,2018-03-31,발라드,31002,80,1,1,8
2687,아름다운,신용재,30997779,2018-04-04,발라드,11737,56,1,0,1
2688,예뻤더라,위너,30997655,2018-04-04,발라드,42859,275,1,0,2
2689,여보세요,위너,30997651,2018-04-04,랩/힙합,30083,150,1,0,1
2690,la la,위너,30997653,2018-04-04,록/메탈,31393,198,1,0,1
2691,what is love,twice,31006730,2018-04-09,댄스,160068,1908,1,0,29
2692,花요일,exocbx,31009483,2018-04-10,댄스,126127,1853,1,0,16
2693,adios,김하온,31004550,2018-04-07,랩/힙합,47477,356,1,0,5
2694,붕붕,김하온,31019584,2018-04-14,랩/힙합,190313,1376,1,0,28
2695,전혀,이병재,30662444,2017-10-06,POP,55791,65,0,0,10
2696,이로한,배연서,31009487,2018-04-10,댄스,63099,219,1,0,7
2697,why why why,펀치,31004457,2018-04-07,발라드,29425,68,1,1,1
2698,내일 만나,exocbx,31009484,2018-04-10,댄스,55970,105,1,0,2
2699,너에게 꽃이다,40,31004487,2018-04-08,R&B/Soul,11677,63,1,0,1
2700,monday blues,exocbx,31009482,2018-04-10,R&B/Soul,59805,174,1,0,1
2701,vroom vroom,exocbx,31009486,2018-04-10,댄스,58475,183,1,0,2
2702,솔직히,에릭남,31012136,2018-04-11,댄스,23907,195,1,0,1
2703,thursday,exocbx,31009485,2018-04-10,R&B/Soul,54948,142,1,0,1
2704,휴일,exocbx,31009488,2018-04-10,R&B/Soul,57686,212,1,0,1
2705,easy,휘인,31025164,2018-04-17,R&B/Soul,53005,440,1,0,4
2706,결별,"길구봉구,박보람",31025182,2018-04-17,댄스,21821,334,1,0,1
2707,주지마,"로꼬,화사",31035061,2018-04-21,발라드,204667,1351,1,0,44
2708,부를게,jbj,31024943,2018-04-17,댄스,20596,321,1,0,1
2709,yaho,윤진영,31019587,2018-04-14,랩/힙합,23577,237,1,0,1
2710,어른,sondia,30985406,2018-03-29,발라드,211992,794,0,1,12
2711,욕심,멜로망스,31046548,2018-04-26,"발라드, 인디음악",80454,272,1,0,18
2712,그날의 너,러블리즈,31038043,2018-04-23,댄스,40165,728,1,0,2
2713,"별, 그대",황치열,31040793,2018-04-24,발라드,29785,312,1,0,3
2714,달리,효린,31037173,2018-04-23,랩/힙합,36154,217,1,0,2
2715,"graduation , 이로한",김하온,31033882,2018-04-20,랩/힙합,35125,388,1,0,1
2716,별 시,박효신,31052592,2018-04-30,발라드,61770,821,1,0,4
2717,밤,여자친구,31052421,2018-04-30,댄스,169891,3896,1,0,27
2718,잊을만하면,크러쉬,31056799,2018-05-03,R&B/Soul,93047,421,1,0,16
2719,my paradise,groovyroom,31052478,2018-04-30,랩/힙합,46769,338,1,0,3
2720,빛나리,펜타곤,30992157,2018-04-02,랩/힙합,124987,2440,0,0,14
2721,뒤집어버려,"박재범,사이먼도미닉,로꼬,gray",31052723,2018-05-01,랩/힙합,35243,289,1,0,1
2722,latata,아이들,31055324,2018-05-02,댄스,152340,1262,1,0,23
2723,무슨 말이 필요해,용준형,31065629,2018-05-09,댄스,29216,239,1,0,3
2724,sinking down with u,빈첸,31065640,2018-05-09,랩/힙합,45345,326,1,0,2
2725,그대들은 어떤 기분이신가요,빈첸,31065644,2018-05-09,랩/힙합,32332,208,1,0,1
2726,너란 별,케이윌,31068579,2018-11-06,R&B/Soul,14204,100,0,0,1
2727,우리 서로,김나영,31070262,2018-05-11,발라드,44049,120,1,0,4
2728,fake love,방탄소년단,31085237,2018-05-18,랩/힙합,336820,6177,1,0,53
2729,전하지 못한 진심,방탄소년단,31085238,2018-05-18,랩/힙합,271276,2970,1,0,38
2730,134340,방탄소년단,31085239,2018-05-18,랩/힙합,155324,1353,1,0,9
