music,singer,release_date,category,music_like,movie_like,movie_views
꺼져,형돈이와 대준이,2013.02.22,랩/힙합,5325,109,40594
White Day,걸스데이,2014.10.15,발라드,1566,,
못,JK 김동욱,2013.02.25,"발라드, 국내드라마",1244,,
You Are Not Alone,신지훈,2013.02.24,발라드,2577,,
바람기억,나얼,2012.09.20,R&B/Soul,212921,1508,260055
만에하나,엠씨더맥스,2013.02.25,"발라드, 국내드라마",3343,,
고해,김태우,2013.02.23,발라드,812,177,93123
반창꼬,노을,2012.12.11,발라드,31499,236,172512
Punch Drunk Love,샤이니,2013.02.19,댄스,16717,,
보여줄게,에일리,2012.10.16,댄스,98235,1512,718684
"Girls, Girls, Girls",샤이니,2013.02.19,댄스,15312,,
사랑하고 싶어서,허각,2013.02.05,발라드,10094,,
헤어질걸 알기에,"허각, 정은지",2013.02.05,발라드,13362,,
비상,정동하,2013.02.23,발라드,2004,1121,1047149
너를 위해,신용재,2013.02.23,발라드,1510,272,107591
떠나지마,나몰라패밀리N,2013.02.28,랩/힙합,1296,,
여보세요,뉴이스트,2013.02.13,발라드,119674,4902,215349
사랑해 미워해,먼데이 키즈,2013.02.12,"발라드, 국내드라마",2466,,
Only Love,김재중,2013.02.26,댄스,2882,,
그림자 놀이,옥주현,2013.02.28,발라드,84,,
Love In Memory,별,2013.02.21,"발라드, 국내드라마",1310,9,2560
히치하이킹,샤이니,2013.02.19,댄스,17273,,
사랑노트,더 넛츠,2013.02.28,록/메탈,3741,26,4001
비 내리는 고모령,알리,2013.02.26,발라드,666,,
Hush,miss A,2017.03.10,-,0,,
"1,2,3,4",이하이,2012.10.29,R&B/Soul,74568,1044,253632
All For You,"정은지, 서인국",2012.08.28,발라드,175864,2898,411211
Spoiler,샤이니,2013.02.19,댄스,13589,,
귀여워,"별, 권정열",2012.10.24,발라드,49735,189,63249
"그래, 우리 함께",무한도전,2013.11.02,발라드,45515,,
오예,10cm,2013.02.04,"인디음악, 포크/블루스",7390,,
섹시한 남자,스페이스 A,1999.08.17,댄스,10294,,
사라질것들,병살,2013.11.02,일렉트로니카,19150,,
아는 오빠,미,2013.02.21,발라드,834,24,2564
다리꼬지마,AKMU,2012.11.25,포크/블루스,41625,,
먼지가 되어,"로이킴, 정준영",2012.10.15,록/메탈,60096,,
편지,다비치,2013.11.12,발라드,40946,550,157169
내일은 없어,트러블메이커,2013.10.28,댄스,36768,807,1236523
미스터리,박지윤,2013.10.21,댄스,44220,239,364138
Always Be There,브라운 아이드 소울,2015.12.08,R&B/Soul,7101,594,122986
It`s YOU,박효신,2013.12.02,"발라드, 국내드라마",27524,3580,75355
비포 선라이즈,"이적, 정인",2013.11.15,발라드,35234,,
Please Don`t Go My Girl,하우두유둘,2013.11.02,R&B/Soul,26596,,
눈물이 맘을 훔쳐서,에일리,2013.10.30,"발라드, 국내드라마",56031,292,161122
촌스럽게 왜 이래,케이윌,2013.10.18,발라드,42163,1066,229119
오빠라고 불러다오,장미하관,2013.11.02,록/메탈,21354,,
너에게,성시경,2013.11.01,"발라드, 국내드라마",101100,557,274870
I Got C,거머리,2013.11.02,댄스,31490,,
해볼라고,형용돈죵,2013.11.02,댄스,39461,,
어디서 잤어,산이,2013.11.06,랩/힙합,26427,337,338037
