,music,singer,release_date,category,music_like,movie_like,movie_views,Unnamed: 0
1962,신의 한 수,양요섭,2017.01.17,"발라드, 국내드라마",16021,3377.0,71040.0,
1963,그때 그 아이들은,AKMU,2017.01.03,발라드,70700,,,
1964,내가 저지른 사랑,임창정,2016.09.06,발라드,237606,2935.0,659801.0,
1965,꽃길,세정,2016.11.23,발라드,170106,3531.0,565757.0,
1966,Day Day,비와이(BewhY),2016.07.09,랩/힙합,119960,1364.0,401808.0,
1967,You(=I),볼빨간사춘기,2016.08.29,"인디음악, 포크/블루스",124069,,,
1968,만에 하나,세정,2017.01.12,"발라드, 국내드라마",21893,1738.0,102870.0,
1969,너무너무너무,아이오아이,2016.10.17,댄스,110098,7539.0,2505805.0,
1970,안녕,2NE1,2017.01.21,발라드,30510,1672.0,234464.0,
1971,휘파람,BLACKPINK,2016.08.08,랩/힙합,159604,4378.0,257147.0,
1972,11:11,태연,2016.11.01,발라드,204068,4321.0,463302.0,
1973,HONEY BEE,"루나, 하니, 솔라",2017.01.19,댄스,13036,2733.0,340853.0,
1974,너 앞에서 나는,박경,2017.01.18,랩/힙합,16874,1272.0,44101.0,
1975,Don’t Say No,서현,2017.01.17,댄스,33042,720.0,133102.0,
1976,소나기,아이오아이,2017.01.18,발라드,190484,6255.0,695400.0,
1977,그려줘,원더걸스,2017.02.10,발라드,17133,,,
1978,나와 너,정준영,2017.02.07,발라드,17087,533.0,50146.0,
1979,심술,볼빨간사춘기,2016.04.22,"인디음악, 포크/블루스",150646,2002.0,335360.0,
1980,"혼자, 한잔",허각,2017.01.31,발라드,62372,479.0,100045.0,
1981,러시안 룰렛,레드벨벳(Red Velvet),2016.09.07,댄스,176294,8728.0,2131503.0,
1982,And I`m here,김경희,2017.01.09,국내드라마,35790,,,
1983,Yes No Maybe,수지,2017.01.24,R&B/Soul,28617,1524.0,336978.0,
1984,최고의 선물,비,2017.01.15,발라드,37149,488.0,100141.0,
1985,Think About` Chu,"샘김, 로꼬",2017.01.25,R&B/Soul,70522,1331.0,208048.0,
1986,Round and round,헤이즈,2017.01.21,"발라드, 국내드라마",49526,,,
1987,CHOCOLADY,AKMU,2017.01.03,록/메탈,17710,,,
1988,피 땀 눈물,방탄소년단,2016.10.10,랩/힙합,274964,29809.0,2399366.0,
1989,리얼리티,AKMU,2017.01.03,포크/블루스,40022,,,
1990,숨,박효신,2016.10.03,발라드,218023,9290.0,557024.0,
1991,서로의 눈물이 되어,효린,2017.01.10,"발라드, 국내드라마",8204,260.0,43685.0,
1992,서로의 서로,"신용재, 벤(Ben)",2017.01.11,발라드,13252,,,
1993,GIRLFRIEND,BIGBANG,2016.12.13,랩/힙합,65667,,,
1994,이 바보야,정승환,2016.11.29,발라드,134957,2032.0,1329012.0,
1995,쏘아,하하 X MINO,2016.12.31,랩/힙합,43438,,,
1996,생방송,AKMU,2017.01.03,발라드,17805,,,
1997,돌아오지마,헤이즈,2016.04.14,랩/힙합,187268,,,
1998,HEAVEN,"로이킴, 김이지",2017.01.14,"발라드, 국내드라마",31698,947.0,139187.0,
1999,Hush,Lasse Lindh,2016.12.11,국내드라마,93677,,,
2000,만세,양세형 X BewhY,2016.12.31,랩/힙합,31628,,,
2001,너였다면,정승환,2016.05.31,"발라드, 국내드라마",234048,,,
2002,BERMUDA TRIANGLE,지코,2016.11.28,랩/힙합,113264,3617.0,562960.0,
2003,나비잠,"희철, 민경훈",2016.11.20,록/메탈,120561,3867.0,842490.0,
2004,Excuse Me,AOA,2017.01.02,댄스,41722,1914.0,1401434.0,
2005,못생긴 척,AKMU,2017.01.03,록/메탈,27481,1437.0,125706.0,
2006,집에 돌아오는 길,AKMU,2017.01.03,발라드,34671,,,
2007,내 눈에만 보여,10cm,2016.12.10,"포크/블루스, 국내드라마",58766,,,
2008,독도리,박명수 X 딘딘,2016.12.31,랩/힙합,22691,,,
2009,지칠 때면,정준하 X ZICO,2016.12.31,랩/힙합,32184,,,
2010,처럼,유재석 X 도끼,2016.12.31,랩/힙합,24682,,,
2011,TOUCH,신화,2017.01.02,댄스,17079,1551.0,20981.0,
2012,당신의 밤,황광희 X 개코,2016.12.31,랩/힙합,120436,,,
2013,Die alone,혁오,2017.04.24,"인디음악, 록/메탈",24834,,,
2014,At The End,이창섭,2017.04.24,발라드,61448,,,
2015,슬픈 노래,젝스키스,2017.04.28,댄스,19632,4009.0,78143.0,
2016,PATTERN,이해리,2017.04.19,발라드,9782,422.0,55785.0,
2017,미운 날,이해리,2017.04.19,발라드,18276,448.0,46271.0,
2018,낮보다는 밤,EXID,2017.04.10,댄스,41510,1037.0,419000.0,
2019,마침표,아이유,2017.04.21,발라드,68801,,,
2020,Black Out,아이유,2017.04.21,댄스,66194,,,
2021,잼잼,아이유,2017.04.21,댄스,105198,5735.0,531395.0,
2022,이런 엔딩,아이유,2017.04.21,발라드,200214,8313.0,708495.0,
2023,이 지금,아이유,2017.04.21,발라드,189608,,,
2024,그렇게 사랑은,아이유,2017.04.21,발라드,47397,,,
2025,이름에게,아이유,2017.04.21,발라드,219522,,,
2026,너란 봄,정은지,2017.04.10,포크/블루스,58587,1975.0,181587.0,
2027,에라 모르겠다,BIGBANG,2016.12.13,랩/힙합,179475,4393.0,159368.0,
2028,바래다줄게,백현,2017.04.14,발라드,116504,11849.0,160101.0,
2029,She`s a Baby,지코,2017.04.13,R&B/Soul,80069,2885.0,395581.0,
2030,I Blame On You,태연,2017.04.05,발라드,31296,,,
2031,코끼리,개코,2017.04.05,랩/힙합,30606,354.0,76492.0,
2032,Come for you,최하민(Osshun Gum),2017.04.01,랩/힙합,53146,,,
2033,Make Me Love You,태연,2017.04.05,R&B/Soul,71128,3937.0,243759.0,
2034,Would U,레드벨벳(Red Velvet),2017.03.31,발라드,68017,6353.0,318067.0,
2035,I`ll be yours,걸스데이,2017.03.27,댄스,35116,1115.0,674112.0,
2036,이 소설의 끝을 다시 써보려 해,한동근,2014.09.30,발라드,235019,1371.0,440455.0,
2037,헷갈리게,씨엔블루,2017.03.20,록/메탈,10051,809.0,93807.0,
2038,시작,하이라이트(Highlight),2017.03.20,발라드,25795,,,
2039,봄 사랑 벚꽃 말고,"HIGH4, 아이유",2014.04.08,발라드,221158,6720.0,1611205.0,
2040,CAN YOU FEEL IT?,하이라이트(Highlight),2017.03.20,댄스,126403,11856.0,1063860.0,
2041,나만 안되는 연애,볼빨간사춘기,2016.08.29,"인디음악, 포크/블루스",207337,2835.0,446660.0,
2042,Bunzi,"기리보이, 서출구, 양홍원",2017.03.18,랩/힙합,32883,,,
2043,그리워요,헨리,2017.03.18,R&B/Soul,53587,,,
2044,얼굴 찌푸리지 말아요,하이라이트(Highlight),2017.03.20,댄스,126403,11856.0,1063860.0,
2045,벚꽃 엔딩,버스커 버스커,2012.03.29,록/메탈,334699,2275.0,690932.0,
2046,아름답다,하이라이트(Highlight),2017.03.20,발라드,51919,11155.0,333940.0,
2047,All I Wanna Do,박재범,2016.10.20,R&B/Soul,231198,3869.0,1136287.0,
2048,왜 또 봄이야,"차오루, 키썸, 예린",2017.03.16,포크/블루스,20970,1591.0,193865.0,
2049,Decalcomanie,마마무,2016.11.07,댄스,152363,5841.0,1296947.0,
2050,바램,정준일,2017.03.14,"발라드, 인디음악",43638,712.0,80289.0,
2051,Never Ever,GOT7,2017.03.13,댄스,42879,2715.0,113638.0,
2052,첫 눈,정준일,2017.01.01,"발라드, 국내드라마",109428,807.0,181856.0,
2053,그대라는 사치,한동근,2016.08.24,발라드,199728,889.0,287911.0,
2054,이쁘다니까,에디킴,2016.12.24,"발라드, 국내드라마",102085,,,
2055,TT,TWICE,2016.10.24,댄스,185816,15519.0,5758418.0,
2056,유후,"에릭남, 전소미",2017.03.09,발라드,34735,1608.0,173568.0,
2057,MOVIE,비투비,2017.03.06,댄스,135878,8590.0,571490.0,
2058,Who are you,샘김,2016.12.25,"발라드, 국내드라마",106286,,,
2059,부담이 돼,정키,2017.03.08,발라드,132417,688.0,185331.0,
2060,FINGERTIP,여자친구,2017.03.06,댄스,63757,2666.0,103264.0,
2061,불장난,BLACKPINK,2016.11.01,댄스,199301,7590.0,2326922.0,
2062,Lonely Night,태연,2017.02.28,R&B/Soul,24425,,,
2063,When I Was Young,태연,2017.02.28,발라드,28083,,,
2064,I Miss You,소유,2016.12.31,"발라드, 국내드라마",127575,,,
2065,기다리지 말아요,"박원, 수지",2017.02.28,발라드,26455,1398.0,147117.0,
2066,Fine,태연,2017.02.28,발라드,193575,4508.0,496317.0,
2067,LAST DANCE,BIGBANG,2016.12.13,발라드,172432,4508.0,166834.0,
2068,안녕 못해,첸,2017.02.16,"발라드, 국내드라마",39995,,,
2069,Beautiful,크러쉬,2016.12.17,"발라드, R&B/Soul, 국내드라마",234836,3154.0,657767.0,
2070,비가와,"소유, 백현",2017.02.14,발라드,129840,12192.0,227036.0,
2071,저 별,헤이즈,2016.12.05,R&B/Soul,159670,1897.0,323687.0,
2072,행복한 척,수지,2017.01.24,R&B/Soul,102455,,,
2073,우주를 줄게,볼빨간사춘기,2016.08.29,"인디음악, 포크/블루스",288184,4088.0,1027379.0,
2074,기다렸다 가,다이나믹 듀오 & 첸,2017.01.24,랩/힙합,103692,6811.0,159185.0,
2075,오랜 날 오랜 밤,AKMU,2017.01.03,포크/블루스,225201,949.0,48615.0,
2076,Stay With Me,"찬열, 펀치",2016.12.03,"발라드, 랩/힙합, 국내드라마",214447,8555.0,746184.0,
2077,넘어와,DEAN,2017.02.17,R&B/Soul,137014,2804.0,193921.0,
2078,Rookie,레드벨벳(Red Velvet),2017.02.01,댄스,134655,7123.0,1374736.0,
2079,Not Today,방탄소년단,2017.02.13,랩/힙합,186494,26057.0,993719.0,
2080,YESTERDAY,블락비,2017.02.06,댄스,127323,4590.0,827545.0,
2081,봄날,방탄소년단,2017.02.13,랩/힙합,542404,30812.0,1669262.0,
2082,좋다고 말해,볼빨간사춘기,2016.12.21,"인디음악, 포크/블루스",226210,3249.0,647678.0,
2083,FRUITY,"효린, 키썸",2017.06.29,댄스,22588,571.0,656809.0,
2084,Seoul,이효리,2017.07.04,R&B/Soul,19102,1166.0,328254.0,
2085,먹구름,헤이즈,2017.06.26,R&B/Soul,305211,2005.0,653223.0,
2086,아침에,양홍원,2017.06.28,랩/힙합,68552,,,
2087,Come Back Home,방탄소년단,2017.07.04,랩/힙합,82915,17665.0,251832.0,
2088,FIVE,에이핑크,2017.06.26,댄스,78738,3960.0,873333.0,
2089,Hands on me,PRODUCE 101,2017.06.17,댄스,56813,4676.0,462450.0,
2090,Why Don`t You Know,청하,2017.06.07,댄스,148993,3217.0,933485.0,
2091,개소리,G-Dragon,2017.06.08,랩/힙합,41276,,,
2092,Outside,크러쉬,2017.06.30,R&B/Soul,24550,,,
2093,비도 오고 그래서,헤이즈,2017.06.26,R&B/Soul,305211,2005.0,653223.0,
2094,널 너무 모르고,헤이즈,2017.06.26,랩/힙합,178222,1547.0,447912.0,
2095,나로 말할 것 같으면,마마무,2017.06.22,댄스,115994,5596.0,1096575.0,
2096,열어줘,Knock,2017.06.03,댄스,68086,4462.0,598890.0,
2097,이 자리에,PRODUCE 101,2017.06.17,댄스,62258,3701.0,294735.0,
2098,매일 듣는 노래,황치열,2017.06.13,발라드,174235,4768.0,427804.0,
2099,마지막처럼,BLACKPINK,2017.06.22,댄스,236567,5522.0,715489.0,
2100,남이 될 수 있을까,"볼빨간 사춘기, 스무살",2017.06.13,"인디음악, 포크/블루스",200968,2355.0,378707.0,
2101,Oh Little Girl,슬레이트,2017.06.03,댄스,93944,4893.0,543943.0,
2102,CALLING YOU,하이라이트(Highlight),2017.05.29,댄스,68537,8255.0,508648.0,
2103,LONELY,씨스타,2017.05.31,R&B/Soul,61550,1258.0,490177.0,
2104,사랑앓이,FTISLAND,2007.06.08,록/메탈,57682,780.0,75494.0,
2105,달콤한 빈말,백아연,2017.05.29,발라드,33713,409.0,109081.0,
2106,NEVER,국민의 아들,2017.06.03,댄스,153190,8555.0,1189921.0,
2107,무제(無題),G-Dragon,2017.06.08,R&B/Soul,251335,2973.0,66054.0,
2108,아름다워,창모,2016.07.21,랩/힙합,210300,,,
2109,다시 만나는 날,규현,2017.05.24,발라드,51996,1555.0,206495.0,
2110,BLING BLING,iKON,2017.05.22,랩/힙합,30160,2794.0,34887.0,
2111,지나쳐,로꼬,2017.05.25,랩/힙합,62630,856.0,141440.0,
2112,오빠야,신현희와김루트,2015.02.26,"인디음악, 포크/블루스",132746,1247.0,855769.0,
2113,혼자,어반 자카파,2020.10.07,뉴에이지,1,,,
2114,Marry Me,"마크툽, 구윤회",2014.08.04,발라드,211391,,,
2115,첫눈처럼 너에게 가겠다,에일리,2017.01.07,"발라드, 국내드라마",349545,,,
2116,울고 싶지 않아,세븐틴,2017.05.22,댄스,146745,7347.0,109593.0,
2117,모해(mohae),산이,2017.05.23,랩/힙합,25411,,,
2118,밤편지,아이유,2017.03.24,발라드,454436,9825.0,1072091.0,
2119,SIGNAL,TWICE,2017.05.15,댄스,123547,8308.0,2925520.0,
2120,오늘도 빛나는 너에게,마크툽,2019.06.09,"R&B/Soul, 인디음악",277538,1110,207167,
2121,bad guy,Billie Eilish,2019.03.29,POP,263617,2916,595255,
2122,포장마차,황인욱,2019.06.20,발라드,159803,360,123559,
2123,솔직하게 말해서 나,김나영,2019.06.09,발라드,153595,538,134404,
2124,사랑에 연습이 있었다면,임재현,2018.09.25,발라드,226105,399,175210,
2125,Speechless,Naomi Scott,2019.05.22,"POP, 국외영화",238483,4042,638766,
2126,Snapping,청하,2019.06.24,댄스,110086,2403,634642,
2127,니 소식,송하예,2019.05.11,발라드,202715,630,172916,
2128,술이 문제야,"장혜진, 윤민수",2019.06.18,발라드,156133,580,209786,
2129,We don`t talk together,헤이즈,2019.07.07,R&B/Soul,146493,1358,118181,
2130,헤어져줘서 고마워,벤,2019.07.03,발라드,136130,986,176920,
2131,괜찮아도 괜찮아,디오,2019.07.01,R&B/Soul,251849,7374,95013,
2132,주저하는 연인들을 위해,잔나비,2019.03.13,"인디음악, 록/메탈",373744,3658,322769,
2133,노래방에서,장범준,2019.03.21,록/메탈,206759,,,
2134,방에 모기가 있어,10cm,2019.08.06,"인디음악, 포크/블루스",53815,880,47514,
2135,Blue,다이나믹 듀오,2019.08.07,랩/힙합,15071,162,35600,
2136,"fuck, i`m lonely","Lauv, Anne-Marie",2019.08.02,POP,48190,,,
2137,HIT,세븐틴,2019.08.05,댄스,81753,7799,143615,
2138,BUNGEE,오마이걸,2019.08.05,댄스,92206,3897,307181,
2139,움직여,SIXC,2019.07.05,댄스,52563,934,125317,
2140,이뻐이뻐,크레파스,2019.07.05,댄스,72929,1684,185661,
2141,비오는 날 뭐해,하은,2019.07.11,"발라드, 인디음악",59077,144,24494,
2142,U GOT IT,갓츄,2019.07.05,댄스,66711,1557,199568,
2143,열대야,여자친구,2019.07.01,댄스,63461,1929,90946,
2144,조금 더 외로워지겠지,김나영,2019.07.18,"발라드, 국내드라마",30465,298,40883,
2145,UN Village,백현,2019.07.10,R&B/Soul,161135,8463,83734,
2146,뭐해,강다니엘,2019.07.25,R&B/Soul,55171,11005,226458,
2147,헤어질 걸 알아,폴킴,2019.07.11,R&B/Soul,15201,779,23408,
2148,바다,"Woodie Gochild, 최엘비, BIG Naughty, 영비, Chillin Homie",2019.08.31,랩/힙합,45465,,,
2149,FLASH,X1,2019.08.27,댄스,78239,9040,444031,
2150,날라리,선미,2019.08.27,댄스,55421,1118,483401,
2151,ICY,ITZY,2019.07.29,댄스,97746,2685,729261,
2152,나의 어깨에 기대어요,10cm,2019.07.20,"발라드, 국내드라마",116790,,,
2153,Feel Special,TWICE,2019.09.23,댄스,114301,3780,784063,
2154,다시 만날까 봐,V.O.S,2019.09.01,발라드,96038,298,59416,
2155,그대라는 시,태연,2019.07.21,"발라드, 국내드라마",229399,,,
2156,내 생애 가장 행복한 시간 Part.2,MC몽,2019.10.25,랩/힙합,26337,,,
2157,샤넬,MC몽,2019.10.25,랩/힙합,44714,522,98614,
2158,떨어지는 낙엽까지도,헤이즈,2019.10.13,R&B/Soul,55639,462,7042,
2159,허전해,폴킴,2019.10.07,R&B/Soul,82820,914,51721,
2160,헤어지자,휘인,2019.09.04,발라드,119747,1980,93169,
2161,가을밤 떠난 너,케이시,2019.09.05,발라드,134135,430,75674,
2162,뱃노래,AKMU,2019.09.25,발라드,41024,,,
2163,사람,지코,2019.09.30,랩/힙합,93286,1181,67088,
2164,천둥벌거숭이,지코,2019.09.30,랩/힙합,66044,1277,146617,
2165,기억해줘요 내 모든 날과 그때를,거미,2019.08.04,"발라드, 국내드라마",160213,,,
2166,내 맘을 볼 수 있나요,헤이즈,2019.07.28,"발라드, 국내드라마",105104,,,
2167,내 목소리 들리니,벤,2019.08.11,"발라드, 국내드라마",72468,,,
2168,가끔 이러다,펀치,2019.09.18,R&B/Soul,69926,393,43476,
2169,워커홀릭,볼빨간사춘기,2019.09.10,"인디음악, 록/메탈",150438,1916,260666,
2170,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,2019.12.22,발라드,75263,249,65195,
2171,Psycho,레드벨벳(Red Velvet),2019.12.23,댄스,239112,3098,150843,
2172,아마두,"염따, 딥플로우, 팔로알토, The Quiett, 사이먼 도미닉",2019.12.03,랩/힙합,165146,,,
2173,METEOR,창모,2019.11.29,랩/힙합,297095,3785,328827,
2174,나의 오랜 연인에게,다비치,2019.12.03,발라드,89726,,,
2175,첫 겨울이니까,"성시경, 아이유",2019.12.09,발라드,60019,6587,153556,
2176,헤어진 우리가 지켜야 할 것들,"김나영, 양다일",2019.12.01,발라드,78294,334,49295,
2177,십이월 이십오일의 고백,정승환,2019.12.05,발라드,77282,1086,58628,
2178,Square,백예린,2019.12.10,R&B/Soul,274809,,,
2179,Into the Unknown,"Idina Menzel, AURORA",2019.11.15,"POP, 애니메이션/웹툰, 키즈, 만화",170455,,,
2180,HIP,마마무,2019.11.14,댄스,140456,4303,736587,
2181,Show Yourself,"Idina Menzel, Evan Rachel Wood",2019.11.15,"POP, 애니메이션/웹툰, 키즈, 만화",101416,,,
2182,Obsession,EXO,2019.11.27,댄스,122045,8341,273486,
2183,시간의 바깥,아이유,2019.11.18,록/메탈,148614,9300,434722,
2184,그 사람,아이유,2019.11.18,록/메탈,95673,7870,154889,
2185,unlucky,아이유,2019.11.18,록/메탈,126858,,,
2186,Blueming,아이유,2019.11.18,록/메탈,353474,11149,958075,
2187,시든 꽃에 물을 주듯,HYNN(박혜원),2019.03.31,발라드,218389,1102,120713,
2188,안녕,폴킴,2019.08.12,"발라드, 국내드라마",214328,,,
2189,있어줘요,장덕철,2019.10.09,"발라드, 인디음악",87019,101,54214,
2190,사랑이란 멜로는 없어,전상근,2019.09.08,발라드,137972,310,69259,
2191,이 번호로 전화해줘,바이브,2019.11.13,발라드,67761,213,54317,
2192,늦은 밤 너의 집 앞 골목길에서,노을,2019.11.07,발라드,207597,423,151316,
2193,조금 취했어,임재현,2019.09.24,"발라드, 인디음악",127664,239,89976,
2194,새 사랑,송하예,2019.10.12,발라드,98841,347,96474,
2195,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,2019.08.23,"록/메탈, 국내드라마",312279,1259,353841,
2196,불티,태연,2019.10.28,댄스,121373,3177,320989,
2197,인기,MC몽,2019.10.25,랩/힙합,81783,3040,420715,
2198,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU,2019.09.25,발라드,403741,2042,250853,
2199,Love poem,아이유,2019.11.01,록/메탈,341055,,,
2200,Beautiful,Wanna One,2017.11.13,발라드,238034,21417,634605,
2201,아주 NICE,세븐틴,2016.07.04,댄스,185242,8309,809947,
2202,어쩌나,세븐틴,2018.07.16,댄스,143686,11101,377377,
2203,사랑 이딴 거,임한별,2019.01.22,발라드,36557,339,25950,
2204,Forever Young,BLACKPINK,2018.06.15,댄스,207027,5266,672446,
2205,전하지 못한 진심,방탄소년단,2018.05.18,랩/힙합,271099,,,
2206,Make it count,첸,2019.02.07,"발라드, 국내드라마",50977,5342,47214,
2207,Answer : Love Myself,방탄소년단,2018.08.24,랩/힙합,231669,,,
2208,그놈의 별,수란,2019.03.03,R&B/Soul,13913,,,
2209,목소리,김필,2019.03.07,발라드,25824,,,
2210,그리워하다,비투비,2017.10.16,발라드,286033,10762,498288,
2211,"시작됐나, 봄",장덕철,2019.03.05,발라드,26926,,,
2212,봄이 오는 날에,김민석,2019.03.06,"발라드, 인디음악",24374,357,23013,
2213,BIRD,하성운,2019.02.28,댄스,47439,6302,111657,
2214,너라는 세상,스탠딩 에그(Standing Egg),2019.03.03,"발라드, 인디음악",12978,,,
2215,Euphoria,방탄소년단,2018.08.24,랩/힙합,243787,,,
2216,오늘 뭐 했는지 말해봐,권진아,2019.02.28,발라드,57957,435,41568,
2217,어느날 머리에서 뿔이 자랐다,투모로우바이투게더,2019.03.04,댄스,108938,7209,182645,
2218,I`m Fine,방탄소년단,2018.08.24,랩/힙합,228752,,,
2219,가을 안부,먼데이 키즈,2017.10.14,발라드,180586,524,116064,
2220,사랑해서 그래,강민경,2019.02.27,발라드,34710,383,73393,
2221,미운 날,닐로,2019.02.25,발라드,43261,310,31727,
2222,행복,오반,2018.12.06,"랩/힙합, 인디음악",130581,639,71616,
2223,오롯이,헤이즈,2019.02.14,발라드,36197,,,
2224,HandClap,Fitz & The Tantrums,2017.07.24,POP,196603,217,89673,
2225,사랑하지 말아요,이석훈,2019.01.24,발라드,40916,408,23211,
2226,WANT,태민,2019.02.11,댄스,44748,3341,154165,
2227,Wind flower,마마무,2018.11.29,R&B/Soul,73534,3969,291684,
2228,해야,여자친구,2019.01.14,댄스,73070,3554,434311,
2229,Heu !,수퍼비,2019.01.23,랩/힙합,56334,,,
2230,오랜만이야,로꼬,2019.02.07,랩/힙합,48719,1030,90336,
2231,남은 기억,윤딴딴,2019.01.28,"발라드, 인디음악",22130,306,20264,
2232,알았다면,장덕철,2018.12.20,발라드,52203,149,38201,
2233,잊지마요,하성운,2019.01.28,발라드,64353,,,
2234,이별을 걷다,황치열,2019.01.21,발라드,21332,1186,73735,
2235,행성,GroovyRoom,2019.01.29,랩/힙합,47248,,,
2236,Candle,"박우진, 이대휘",2019.01.29,R&B/Soul,54271,4040,56858,
2237,잘 지내요,정승환,2018.09.11,"발라드, 국내드라마",78821,1188,186883,
2238,Good To Me,세븐틴,2019.01.21,댄스,64282,,,
2239,DNA,방탄소년단,2017.09.18,랩/힙합,373004,38946,2527312,
2240,Home,세븐틴,2019.01.21,댄스,135647,9390,219040,
2241,IndiGO,"저스디스, Kid Milli, NO:EL, 영비",2018.06.24,랩/힙합,131547,5079,272959,
2242,My Way,이수,2017.11.11,"발라드, 국내드라마",163230,730,160024,
2243,봄바람,Wanna One,2018.11.19,댄스,144715,17674,609557,
2244,그 남자를 떠나,god,2019.01.10,댄스,22699,,,
2245,너나 해,마마무,2018.07.16,댄스,127276,5011,856782,
2246,사랑 알 수 없나봐,폴킴,2018.12.16,"발라드, 국내드라마",42403,913,40543,
2247,꿈처럼 내린,다비치,2018.10.16,"발라드, 국내드라마",57185,659,94645,
2248,Good Day,"pH-1, Kid Milli, 루피",2018.10.06,랩/힙합,195326,,,
2249,flex,"기리보이, Kid Milli, NO:EL, 스윙스",2018.07.31,랩/힙합,171801,7288,440551,
2250,그대가 내 안에 박혔다,황치열,2018.11.20,발라드,45713,1319,51750,
2251,수퍼비와,SUPERBEE,2018.11.03,랩/힙합,84910,,,
2252,We all lie,하진,2018.12.12,"록/메탈, 국내드라마",83562,648,132438,
2253,시간이 들겠지,로꼬,2018.10.08,랩/힙합,158082,1129,153738,
2254,우리 그만하자,로이킴,2018.09.18,발라드,138578,1339,155672,
2255,라비앙로즈,IZ*ONE,2018.10.29,댄스,137416,11813,1203875,
2256,흔한 이별,허각,2018.11.28,발라드,85271,353,93163,
2257,Wait,EXO,2018.12.13,발라드,81578,,,
2258,그날처럼,장덕철,2017.11.28,발라드,251337,545,300090,
2259,사랑을 했다,iKON,2018.01.25,랩/힙합,329729,3878,72047,
2260,Dance The Night Away,TWICE,2018.07.09,댄스,188037,7920,2379409,
2261,Roller Coaster,청하,2018.01.17,댄스,187911,2954,1104319,
2262,RBB,레드벨벳(Red Velvet),2018.11.30,댄스,74121,5524,610422,
2263,Snowman,Sia,2022.12.30,POP,245678,437,36413,
2264,아름답고도 아프구나,비투비,2018.11.12,발라드,174977,9070,199639,
2265,%%(응응),에이핑크,2019.01.07,댄스,49706,2623,490370,
2266,I`m Here,양다일,2019.01.06,"발라드, 국내드라마",12542,301,37016,
2267,에너제틱,Wanna One,2017.08.07,댄스,288648,23855,517052,
2268,첫눈처럼 너에게 가겠다,에일리,2017.01.07,"발라드, 국내드라마",349533,,,
2269,이별길,iKON,2018.10.01,발라드,104109,2339,14850,
2270,미안해,양다일,2017.12.29,R&B/Soul,213129,567,127689,
2271,사이렌,선미,2018.09.04,댄스,135684,2209,1110803,
2272,뚜두뚜두,BLACKPINK,2018.06.15,랩/힙합,257151,5009,271107,
2273,Tempo,EXO,2018.11.02,댄스,201333,21512,626629,
2274,습관,숀,2019.01.01,"인디음악, 일렉트로니카",47387,215,81411,
2275,그때 헤어지면 돼,로이킴,2018.02.12,발라드,233070,1547,243770,
2276,주지마,"로꼬, 화사",2018.04.21,발라드,204537,,,
2277,알러뷰,EXID,2018.11.21,댄스,42494,1173,424639,
2278,너 없인 안 된다,비투비,2018.06.18,발라드,202354,10630,400345,
2279,헤어지는 중,펀치,2018.09.12,R&B/Soul,129134,,,
2280,동화,김동률,2018.12.07,발라드,66185,1514,133347,
2281,하루도 그대를 사랑하지 않은 적이 없었다,임창정,2018.09.19,발라드,176580,888,215038,
2282,FAKE LOVE,방탄소년단,2018.05.18,랩/힙합,336628,32613,1737553,
2283,첫눈에,헤이즈,2018.12.14,R&B/Soul,76438,1270,2921932,
2284,비워,"CHANGMO, Hash Swan, ASH ISLAND, 김효은, Leellamarz & The Quiett",2019.06.28,랩/힙합,89753,,,
2285,불나방,은지원,2019.06.27,랩/힙합,26052,1521,5686,
2286,BAND,"창모, Hash Swan, ASH ISLAND, 김효은",2019.06.08,랩/힙합,138691,,,
2287,BIRTHDAY,전소미,2019.06.13,댄스,70966,1805,427087,
2288,Prince Ali,Will Smith,2019.05.22,"POP, 국외영화",47220,,,
2289,Uh-Oh,(여자)아이들,2019.06.26,랩/힙합,91874,3374,354861,
2290,안녕하세요,김재환,2019.05.20,발라드,81585,5009,83780,
2291,Arabian Nights,Will Smith,2019.05.22,"POP, 국외영화",38746,,,
2292,짐살라빔,레드벨벳(Red Velvet),2019.06.19,댄스,77002,4620,648275,
2293,비,폴킴,2016.06.21,R&B/Soul,301429,856,139629,
2294,I Don`t Care,"Ed Sheeran, Justin Bieber",2019.07.12,POP,83954,619,56738,
2295,대충 입고 나와,우디(Woody),2019.05.29,랩/힙합,75040,116,45111,
2296,comethru,Jeremy Zucker,2018.09.28,POP,221629,813,94005,
2297,Love Shot,EXO,2018.12.13,댄스,192063,16687,726561,
2298,돈 Call Me,염따,2019.05.10,랩/힙합,81360,,,
2299,여행,볼빨간사춘기,2018.05.24,"인디음악, 록/메탈",291733,3715,802540,
2300,누구 없소,이하이,2019.05.30,댄스,76816,425,18475,
2301,"thank u, next",Ariana Grande,2018.11.03,POP,176952,1256,242750,
2302,오늘 밤에,홍진영,2019.03.08,성인가요/트로트,60445,871,473543,
2303,다섯 번째 계절,오마이걸,2019.05.08,댄스,125342,4173,327350,
2304,비가 오잖아,"소유, 오반",2019.05.16,R&B/Soul,51279,500,60456,
2305,BET BET,뉴이스트,2019.04.29,댄스,48293,5077,74574,
2306,아낙네,MINO,2018.11.26,랩/힙합,191626,3039,49436,
