music,singer,release_date,category,music_like,movie_like,movie_views
moneyflow,"MINO, 지코, 팔로알토(Paloalto)",2015.08.08,랩/힙합,39545,,
쩔어,BIGBANG,2015.08.05,랩/힙합,72306,6105,1236127
My ZONE,"베이식(Basick), 마이크로닷(Microdot), 블랙넛(Black Nut)",2015.08.01,랩/힙합,15181,659,145725
RESPECT,"Sik-K, 릴보이(Lil Boi), 지구인",2015.07.25,랩/힙합,36854,1249,201510
I Feel You,원더걸스,2015.08.03,댄스,54221,4267,2239630
우리 사랑하지 말아요,BIGBANG,2015.08.05,댄스,120159,9516,1777248
마일리지,프라이머리,2015.08.12,R&B/Soul,8239,,
스위트 룸,비스트,2015.07.27,댄스,16670,,
예뻐서,유승우,2015.07.29,"발라드, 인디음악",52015,988,227251
일하러 가야 돼,비스트,2015.07.27,댄스,49586,8943,676157
가져가,비스트,2015.07.27,댄스,15065,,
큰새,혁오,2015.05.28,"인디음악, 록/메탈",31890,,
나를 슬프게 하는 사람들,노래왕 퉁키,2015.07.19,록/메탈,21232,,
AWESOME,로꼬,2015.07.28,랩/힙합,30189,,
예이,비스트,2015.07.27,댄스,37625,8227,601195
딱 좋아,GOT7,2015.07.13,랩/힙합,49254,3145,602005
이 밤이 지나면,화생방실 클레오파트라,2015.07.05,발라드,19099,,
아끼지마 & 아이언),프라이머리,2015.07.24,R&B/Soul,66504,844,512496
가질 수 없는 너,화생방실 클레오파트라,2015.07.05,발라드,29467,,
사랑할수록,화생방실 클레오파트라,2015.07.05,발라드,28389,,
Oasis,크러쉬,2015.07.09,R&B/Soul,149891,3047,767719
링마벨,걸스데이,2015.07.07,댄스,42687,2853,2414136
My Last,박재범,2015.07.17,랩/힙합,57530,1814,464337
Hooka,혁오,2015.05.28,"인디음악, 록/메탈",46091,1189,195665
맨정신,BIGBANG,2015.07.01,록/메탈,115650,7941,1561798
주마등,리쌍,2015.07.15,랩/힙합,36711,,
PARTY,소녀시대,2015.07.07,댄스,88500,5560,2177897
Remember,에이핑크,2015.07.16,댄스,82360,7049,1858163
Ohio,혁오,2014.09.18,"인디음악, 록/메탈",54133,,
IF YOU,BIGBANG,2015.07.01,포크/블루스,170782,,
위잉위잉,혁오,2014.09.18,"인디음악, 록/메탈",218337,1599,458432
Bad,인피니트,2015.07.13,댄스,46632,8837,581694
와리가리,혁오,2015.05.28,"인디음악, 록/메탈",135936,2055,498914
매일 그대와,소진,2015.12.26,"발라드, 국내드라마",20213,548,164752
댄싱퀸,터보,2015.12.21,댄스,2567,,
숨바꼭질,터보,2015.12.21,발라드,4246,386,76917
Sing For You,EXO,2015.12.10,발라드,111684,,
어느 째즈바 2015,터보,2015.12.21,발라드,2195,,
Must Have Love,가인,2015.12.22,댄스,9571,,
아니라고,iKON,2015.12.24,랩/힙합,26118,,
덤앤더머,iKON,2015.12.24,랩/힙합,39248,5255,572696
Girl x Friend,EXO,2015.12.10,랩/힙합,73807,,
보라빛향기,와블(WABLE),2015.12.12,"댄스, 국내드라마",17304,324,121034
사랑난로,"서인국, 빅스(VIXX), 박정아, 박윤하",2015.12.15,발라드,16558,2817,113587
네게 줄 수 있는건 오직 사랑뿐,디셈버,2015.12.05,"발라드, 국내드라마",33301,,
화이트,다비치,2015.12.16,댄스,38978,,
꿀,40,2015.12.15,R&B/Soul,12861,99,26654
HOT PINK,EXID,2015.11.18,댄스,43185,2439,1795752
넌 나의 크리스마스,"바이브, 신용재, 벤, 임세준, 미(MIIII)",2015.12.14,R&B/Soul,8064,,
불공평해,EXO,2015.12.10,발라드,111684,,
혜화동,박보람,2015.11.28,"발라드, 국내드라마",80460,887,369582
사랑이 맞을거야,윤미래,2015.12.14,발라드,42379,624,218061
Hello Bitches,CL,2015.12.05,랩/힙합,30285,1739,786047
우주를 건너,백예린,2015.11.30,R&B/Soul,164875,2377,414174
HOME,브라운 아이드 소울,2015.12.08,R&B/Soul,21588,1802,221734
유레카,지코,2015.12.07,랩/힙합,92103,3704,1119870
고백송,GOT7,2015.11.23,R&B/Soul,26064,1705,182462
오늘부터 우리는,여자친구,2015.07.23,댄스,138604,5180,2264265
댄스쟈키,싸이,2015.12.01,댄스,6704,,
Butterfly,방탄소년단,2015.11.30,랩/힙합,165626,,
Dear Santa,소녀시대-태티서,2015.12.04,댄스,51285,2133,609582
나팔바지,싸이,2015.12.01,댄스,65117,3659,2380662
그날을 내 등 뒤로,허각,2015.11.23,발라드,11528,232,76754
3인칭의 필요성,넬,2015.12.02,록/메탈,22687,991,64974
이별밖에,노을,2015.11.26,발라드,29583,590,170868
RUN,방탄소년단,2022.06.10,댄스,13381,,
Dream,싸이,2015.12.01,발라드,40693,,
DADDY,싸이,2015.12.01,댄스,59969,4204,2797377
Break,빈지노,2015.10.09,랩/힙합,81852,1855,409359
걱정말아요 그대,이적,2015.11.07,"발라드, 국내드라마",175218,,
겁,MINO,2015.08.22,랩/힙합,158608,3909,736318
함부로 해줘,예지,2015.11.14,랩/힙합,11032,,
널 생각해,윤하,2015.11.11,발라드,33445,775,64196
꿀잼,다이나믹 듀오,2015.11.17,랩/힙합,18758,572,311370
청춘,김필,2015.10.31,"포크/블루스, 국내드라마",89256,1160,487829
안아보자,포맨,2015.11.10,발라드,49177,,
못먹는 감,"산이, 매드 클라운(Mad Clown)",2015.11.19,랩/힙합,63792,884,504425
그리워 말아요,나비,2015.11.18,발라드,11559,141,62371
소녀,오혁,2015.11.21,"발라드, 국내드라마",199121,1294,744347
지못미,iKON,2015.11.16,R&B/Soul,56313,5236,418700
어깨,"소유, 권정열",2015.09.22,R&B/Soul,82776,930,371397
취향저격,iKON,2015.11.16,랩/힙합,143951,8451,1567336
멀어지던 날,규현,2015.11.03,발라드,19436,1364,179404
날,지코,2015.11.03,랩/힙합,46251,,
Boys And Girls,지코,2015.11.03,랩/힙합,156369,4413,1420946
가끔,지아,2015.09.24,"발라드, 국내드라마",39336,471,144936
OOH-AHH하게,TWICE,2015.10.20,댄스,142862,10974,4936210
4 Walls,f(x),2015.10.27,일렉트로니카,100637,3255,903386
Forever Love,버즈,2015.10.20,록/메탈,18975,1566,90532
안경,아이유,2015.10.23,발라드,59873,,
무릎,아이유,2015.10.23,발라드,192006,,
꼭 어제,XIA(준수),2015.10.19,발라드,45787,4195,224449
새 신발,아이유,2015.10.23,발라드,68088,7729,1224712
Red Queen,아이유,2015.10.23,댄스,55009,,
말해 Yes Or No,지코,2015.10.19,랩/힙합,53950,2085,417168
푸르던,아이유,2015.10.23,발라드,150361,8462,928053
Zeze,아이유,2015.10.23,댄스,79976,6422,1359411
스물셋,아이유,2015.10.23,댄스,189200,14127,3415650
밤을 새,허각,2015.10.14,R&B/Soul,14631,271,57910
밀리언조각,규현,2015.10.15,발라드,65869,1942,298553
집으로 가는 길,비투비,2015.10.12,발라드,76390,7389,377173
모르나봐,"소유, 브라더수",2015.10.14,"발라드, 국내드라마",49417,782,232644
또 다시 사랑,임창정,2015.09.22,발라드,197160,2299,502108
I,태연,2015.10.07,록/메탈,221303,7902,1608038
HER,블락비,2014.07.24,댄스,119897,5911,3208722
Crazy,종현,2015.01.12,댄스,19782,3412,153840
화장 지웠어,개코,2014.10.16,랩/힙합,62994,474,441894
미장원에서,박정현,2002.06.15,R&B/Soul,5797,,
"묘해, 너와",어쿠스틱 콜라보,2014.09.02,"발라드, 국내드라마",150909,,
Piano Man,마마무,2014.11.21,댄스,56171,3665,814589
겨울 끝에서,"장희영, 이현",2015.02.03,발라드,2669,,
좋아,길구봉구,2015.01.28,발라드,32427,137,33766
0,"기리보이, 매드 클라운, 주영",2015.02.05,랩/힙합,11687,3335,132824
애송이의 사랑,양파,1999.01.01,발라드,7760,,
문신,아웃사이더,2015.02.05,랩/힙합,2487,69,29506
언제쯤이면,윤현상,2014.10.31,발라드,96530,2660,570147
잠시만 안녕,엠씨더맥스,2002.11.01,발라드,100234,924,110339
품,윤현상,2015.02.04,"발라드, 국내드라마",8661,,
"눈, 코, 입",태양,2014.06.03,R&B/Soul,177400,2176,1856810
하루만이라도,제아,2015.02.05,발라드,3092,162,30036
지켜줄게,지창욱,2015.02.09,"발라드, 국내드라마",5947,,
너의 의미,아이유,2014.05.16,발라드,223959,6239,1283280
그리워 그리워하다,포스트맨,2015.02.03,"발라드, 국내드라마",9445,88,38005
사랑의 와이파이,홍진영,2015.02.04,성인가요/트로트,7102,135,26885
교복을 벗고,써니힐,2015.01.29,발라드,9071,326,108068
Well Done,지코,2015.02.13,랩/힙합,22780,2173,166451
내사랑내곁에,하동균,2015.02.06,발라드,10101,,
Tough Cookie,지코,2014.11.07,랩/힙합,51310,3152,811048
I Just Wanna,엠버,2015.02.13,발라드,12091,,
썸,"소유, 정기고",2014.02.07,R&B/Soul,167402,898,1237890
말할 수 없는 비밀,문명진,2015.02.09,"발라드, 국내드라마",8676,,
바람이 분다,스윗소로우(Sweet Sorrow),2015.02.13,발라드,7510,,
MEMORY,신화,2015.02.26,발라드,6434,2497,156518
SHAKE THAT BRASS),엠버,2015.02.13,댄스,11239,1131,440955
어차피 한번은 아파야 해,유성은,2015.02.09,발라드,9130,,
Because Of You,백지영,2015.01.28,"발라드, 국내드라마",18253,148,58518
마법의성,스윗소로우(Sweet Sorrow),2015.02.06,발라드,3489,,
금요일에 만나요,아이유,2013.12.20,발라드,254253,6456,1399887
Angel 2 Me,맥케이,2015.02.06,R&B/Soul,47814,725,104888
Kiss,"휘성, 에일리",2015.02.12,R&B/Soul,4248,,
밤샜지,육지담,2015.02.06,랩/힙합,10852,,
쉬운 여자 아니에요,리지,2015.01.23,성인가요/트로트,5296,351,231667
바빠서 Sorry,인피니트H,2015.01.26,랩/힙합,10625,,
부딪쳐,인피니트H,2015.01.26,랩/힙합,13439,,
예뻐,인피니트H,2015.01.26,랩/힙합,25111,4025,235348
보고 싶은 사람,송지은,2015.01.27,"발라드, 국내드라마",5231,139,23197
너에게,다비치,2019.05.17,발라드,170189,920,194880
지킬 앤 하이드,인피니트H,2015.01.26,랩/힙합,10184,,
니가 미치지 않고서야,인피니트H,2015.01.26,랩/힙합,10717,2703,66778
어디 안 가,인피니트H,2015.01.26,랩/힙합,11119,,
말리꽃,유성은,2015.01.24,"발라드, 국내드라마",17953,261,98142
추운 비,포미닛,2015.02.09,발라드,10635,784,344645
어느 멋진 날,정용화(Jung Yong Hwa),2018.11.07,발라드,321,,
드라마,나인 뮤지스,2014.08.07,국내드라마,46,,
My Love,에디킴,2015.01.21,포크/블루스,21869,538,111081
두 여자의 방,다비치,2015.01.21,발라드,9318,,
행복해서 미안해,다비치,2015.01.21,발라드,28122,1068,201106
