album,end_date,music,rank,singer,start_date,week_num,year
FOREVER 1 - The 7th Album,2023.03.11,FOREVER 1,6,소녀시대,2023.03.05,39,2022
Pink Venom,2023.04.01,Pink Venom,3,BLACKPINK,2023.03.26,38,2022
LOVE DIVE,2023.03.04,LOVE DIVE,7,IVE (아이브),2023.02.26,39,2022
NewJeans 1st EP `New Jeans`,2023.03.25,Hype boy,4,NewJeans,2023.03.19,38,2022
WSG워너비 1집,2023.02.25,그때 그 순간 그대로 (그그그),8,WSG워너비 (가야G),2023.02.19,39,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2023.03.18,새삥 (Prod. ZICO) (Feat. 호미들),5,지코 (ZICO),2023.03.12,38,2022
NewJeans 1st EP `New Jeans`,2023.02.18,Cookie,9,NewJeans,2023.02.12,39,2022
FOREVER 1 - The 7th Album,2023.03.11,FOREVER 1,6,소녀시대,2023.03.05,38,2022
After LIKE,2023.04.15,After LIKE,1,IVE (아이브),2023.04.09,37,2022
WSG워너비 1집,2023.03.04,그때 그 순간 그대로 (그그그),7,WSG워너비 (가야G),2023.02.26,38,2022
NewJeans 1st EP `New Jeans`,2023.04.08,Attention,2,NewJeans,2023.04.02,37,2022
WSG워너비 1집,2023.02.25,보고싶었어,8,WSG워너비 (4FIRE),2023.02.19,38,2022
Pink Venom,2023.04.01,Pink Venom,3,BLACKPINK,2023.03.26,37,2022
CHECKMATE,2023.02.18,SNEAKERS,9,ITZY (있지),2023.02.12,38,2022
NewJeans 1st EP `New Jeans`,2023.03.25,Hype boy,4,NewJeans,2023.03.19,37,2022
After LIKE,2023.04.15,After LIKE,1,IVE (아이브),2023.04.09,36,2022
FOREVER 1 - The 7th Album,2023.03.18,FOREVER 1,5,소녀시대,2023.03.12,37,2022
NewJeans 1st EP `New Jeans`,2023.04.08,Attention,2,NewJeans,2023.04.02,36,2022
WSG워너비 1집,2023.03.11,그때 그 순간 그대로 (그그그),6,WSG워너비 (가야G),2023.03.05,37,2022
Pink Venom,2023.04.01,Pink Venom,3,BLACKPINK,2023.03.26,36,2022
LOVE DIVE,2023.03.04,LOVE DIVE,7,IVE (아이브),2023.02.26,37,2022
NewJeans 1st EP `New Jeans`,2023.03.25,Hype boy,4,NewJeans,2023.03.19,36,2022
WSG워너비 1집,2023.02.25,보고싶었어,8,WSG워너비 (4FIRE),2023.02.19,37,2022
FOREVER 1 - The 7th Album,2023.03.18,FOREVER 1,5,소녀시대,2023.03.12,36,2022
NewJeans 1st EP `New Jeans`,2023.04.15,Attention,1,NewJeans,2023.04.09,35,2022
CHECKMATE,2023.02.18,SNEAKERS,9,ITZY (있지),2023.02.12,37,2022
WSG워너비 1집,2023.03.11,그때 그 순간 그대로 (그그그),6,WSG워너비 (가야G),2023.03.05,36,2022
NewJeans 1st EP `New Jeans`,2023.04.15,Attention,1,NewJeans,2023.04.09,34,2022
WSG워너비 1집,2023.04.08,그때 그 순간 그대로 (그그그),2,WSG워너비 (가야G),2023.04.02,35,2022
FOREVER 1 - The 7th Album,2023.03.04,FOREVER 1,7,소녀시대,2023.02.26,36,2022
WSG워너비 1집,2023.04.08,그때 그 순간 그대로 (그그그),2,WSG워너비 (가야G),2023.04.02,34,2022
NewJeans 1st EP `New Jeans`,2023.04.01,Hype boy,3,NewJeans,2023.03.26,35,2022
IM NAYEON,2023.02.25,POP!,8,나연 (TWICE),2023.02.19,36,2022
NewJeans 1st EP `New Jeans`,2023.04.01,Hype boy,3,NewJeans,2023.03.26,34,2022
LOVE DIVE,2023.03.25,LOVE DIVE,4,IVE (아이브),2023.03.19,35,2022
정이라고 하자,2023.02.18,정이라고 하자 (Feat. 10CM),9,BIG Naughty (서동현),2023.02.12,36,2022
LOVE DIVE,2023.03.25,LOVE DIVE,4,IVE (아이브),2023.03.19,34,2022
WSG워너비 1집,2023.03.18,보고싶었어,5,WSG워너비 (4FIRE),2023.03.12,35,2022
WSG워너비 1집,2023.04.15,그때 그 순간 그대로 (그그그),1,WSG워너비 (가야G),2023.04.09,33,2022
CHECKMATE,2023.03.18,SNEAKERS,5,ITZY (있지),2023.03.12,34,2022
IM NAYEON,2023.03.11,POP!,6,나연 (TWICE),2023.03.05,35,2022
NewJeans 1st EP `New Jeans`,2023.04.08,Attention,2,NewJeans,2023.04.02,33,2022
IM NAYEON,2023.03.11,POP!,6,나연 (TWICE),2023.03.05,34,2022
NewJeans 1st EP `New Jeans`,2023.03.04,Hype boy,7,NewJeans,2023.02.26,35,2022
WSG워너비 1집,2023.04.01,보고싶었어,3,WSG워너비 (4FIRE),2023.03.26,33,2022
NewJeans 1st EP `New Jeans`,2023.03.04,Hype boy,7,NewJeans,2023.02.26,34,2022
정이라고 하자,2023.02.25,정이라고 하자 (Feat. 10CM),8,BIG Naughty (서동현),2023.02.19,35,2022
LOVE DIVE,2023.03.25,LOVE DIVE,4,IVE (아이브),2023.03.19,33,2022
정이라고 하자,2023.02.25,정이라고 하자 (Feat. 10CM),8,BIG Naughty (서동현),2023.02.19,34,2022
IM HERO,2023.02.18,우리들의 블루스,9,임영웅,2023.02.12,35,2022
CHECKMATE,2023.03.18,SNEAKERS,5,ITZY (있지),2023.03.12,33,2022
WSG워너비 1집,2023.04.15,그때 그 순간 그대로 (그그그),1,WSG워너비 (가야G),2023.04.09,32,2022
나의 X에게,2023.02.18,나의 X에게,9,경서,2023.02.12,34,2022
정이라고 하자,2023.03.11,정이라고 하자 (Feat. 10CM),6,BIG Naughty (서동현),2023.03.05,33,2022
WSG워너비 1집,2023.04.15,그때 그 순간 그대로 (그그그),1,WSG워너비 (가야G),2023.04.09,31,2022
WSG워너비 1집,2023.04.08,보고싶었어,2,WSG워너비 (4FIRE),2023.04.02,32,2022
I NEVER DIE,2023.03.04,TOMBOY,7,(여자)아이들,2023.02.26,33,2022
WSG워너비 1집,2023.04.08,보고싶었어,2,WSG워너비 (4FIRE),2023.04.02,31,2022
LOVE DIVE,2023.04.01,LOVE DIVE,3,IVE (아이브),2023.03.26,32,2022
나의 X에게,2023.02.25,나의 X에게,8,경서,2023.02.19,33,2022
LOVE DIVE,2023.04.01,LOVE DIVE,3,IVE (아이브),2023.03.26,31,2022
IM NAYEON,2023.03.25,POP!,4,나연 (TWICE),2023.03.19,32,2022
Girls - The 2nd Mini Album,2023.02.18,Girls,9,aespa,2023.02.12,33,2022
IM NAYEON,2023.03.25,POP!,4,나연 (TWICE),2023.03.19,31,2022
WSG워너비 1집,2023.04.15,그때 그 순간 그대로 (그그그),1,WSG워너비 (가야G),2023.04.09,30,2022
IM NAYEON,2023.03.18,POP!,5,나연 (TWICE),2023.03.12,32,2022
IM NAYEON,2023.03.18,POP!,5,나연 (TWICE),2023.03.12,31,2022
WSG워너비 1집,2023.04.08,보고싶었어,2,WSG워너비 (4FIRE),2023.04.02,30,2022
정이라고 하자,2023.03.11,정이라고 하자 (Feat. 10CM),6,BIG Naughty (서동현),2023.03.05,32,2022
정이라고 하자,2023.03.11,정이라고 하자 (Feat. 10CM),6,BIG Naughty (서동현),2023.03.05,31,2022
LOVE DIVE,2023.04.01,LOVE DIVE,3,IVE (아이브),2023.03.26,30,2022
I NEVER DIE,2023.03.04,TOMBOY,7,(여자)아이들,2023.02.26,32,2022
I NEVER DIE,2023.03.04,TOMBOY,7,(여자)아이들,2023.02.26,31,2022
4th Album Repackage `SECTOR 17`,2023.03.25,_WORLD,4,세븐틴,2023.03.19,30,2022
싸다9,2023.02.25,That That (prod. & feat. SUGA of BTS),8,싸이 (Psy),2023.02.19,32,2022
싸다9,2023.02.25,That That (prod. & feat. SUGA of BTS),8,싸이 (Psy),2023.02.19,31,2022
IM NAYEON,2023.03.18,POP!,5,나연 (TWICE),2023.03.12,30,2022
나의 X에게,2023.02.18,나의 X에게,9,경서,2023.02.12,32,2022
WSG워너비 1집,2023.04.15,그때 그 순간 그대로 (그그그),1,WSG워너비 (가야G),2023.04.09,29,2022
나의 X에게,2023.02.18,나의 X에게,9,경서,2023.02.12,31,2022
I NEVER DIE,2023.03.11,TOMBOY,6,(여자)아이들,2023.03.05,30,2022
WSG워너비 1집,2023.04.08,보고싶었어,2,WSG워너비 (4FIRE),2023.04.02,29,2022
LOVE DIVE,2023.04.15,LOVE DIVE,1,IVE (아이브),2023.04.09,28,2022
나의 X에게,2023.03.04,나의 X에게,7,경서,2023.02.26,30,2022
I NEVER DIE,2023.04.01,TOMBOY,3,(여자)아이들,2023.03.26,29,2022
IM NAYEON,2023.04.08,POP!,2,나연 (TWICE),2023.04.02,28,2022
IM HERO,2023.02.25,우리들의 블루스,8,임영웅,2023.02.19,30,2022
싸다9,2023.03.25,That That (prod. & feat. SUGA of BTS),4,싸이 (Psy),2023.03.19,29,2022
I NEVER DIE,2023.04.01,TOMBOY,3,(여자)아이들,2023.03.26,28,2022
봄여름가을겨울 (Still Life),2023.02.18,봄여름가을겨울 (Still Life),9,BIGBANG (빅뱅),2023.02.12,30,2022
정이라고 하자,2023.03.18,정이라고 하자 (Feat. 10CM),5,BIG Naughty (서동현),2023.03.12,29,2022
싸다9,2023.03.25,That That (prod. & feat. SUGA of BTS),4,싸이 (Psy),2023.03.19,28,2022
LOVE DIVE,2023.04.15,LOVE DIVE,1,IVE (아이브),2023.04.09,27,2022
IM HERO,2023.03.11,우리들의 블루스,6,임영웅,2023.03.05,29,2022
정이라고 하자,2023.03.18,정이라고 하자 (Feat. 10CM),5,BIG Naughty (서동현),2023.03.12,28,2022
I NEVER DIE,2023.04.08,TOMBOY,2,(여자)아이들,2023.04.02,27,2022
나의 X에게,2023.03.04,나의 X에게,7,경서,2023.02.26,29,2022
IM HERO,2023.03.11,우리들의 블루스,6,임영웅,2023.03.05,28,2022
싸다9,2023.04.01,That That (prod. & feat. SUGA of BTS),3,싸이 (Psy),2023.03.26,27,2022
IM HERO,2023.02.25,다시 만날 수 있을까,8,임영웅,2023.02.19,29,2022
나의 X에게,2023.03.04,나의 X에게,7,경서,2023.02.26,28,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.25,사랑인가 봐,4,멜로망스(Melomance),2023.03.19,27,2022
봄여름가을겨울 (Still Life),2023.02.18,봄여름가을겨울 (Still Life),9,BIGBANG (빅뱅),2023.02.12,29,2022
IM HERO,2023.02.25,다시 만날 수 있을까,8,임영웅,2023.02.19,28,2022
정이라고 하자,2023.03.18,정이라고 하자 (Feat. 10CM),5,BIG Naughty (서동현),2023.03.12,27,2022
LOVE DIVE,2023.04.15,LOVE DIVE,1,IVE (아이브),2023.04.09,26,2022
나의 X에게,2023.02.18,나의 X에게,9,경서,2023.02.12,28,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.11,사랑인가 봐,6,멜로망스(Melomance),2023.03.05,27,2022
I NEVER DIE,2023.04.08,TOMBOY,2,(여자)아이들,2023.04.02,26,2022
LOVE DIVE,2023.04.15,LOVE DIVE,1,IVE (아이브),2023.04.09,25,2022
IM HERO,2023.03.04,우리들의 블루스,7,임영웅,2023.02.26,27,2022
싸다9,2023.04.01,That That (prod. & feat. SUGA of BTS),3,싸이 (Psy),2023.03.26,26,2022
I NEVER DIE,2023.04.08,TOMBOY,2,(여자)아이들,2023.04.02,25,2022
정이라고 하자,2023.02.25,정이라고 하자 (Feat. 10CM),8,BIG Naughty (서동현),2023.02.19,27,2022
Proof,2023.03.25,Yet To Come,4,방탄소년단,2023.03.19,26,2022
싸다9,2023.04.01,That That (prod. & feat. SUGA of BTS),3,싸이 (Psy),2023.03.26,25,2022
봄여름가을겨울 (Still Life),2023.02.18,봄여름가을겨울 (Still Life),9,BIGBANG (빅뱅),2023.02.12,27,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.18,사랑인가 봐,5,멜로망스(Melomance),2023.03.12,26,2022
싸다9,2023.04.15,That That (prod. & feat. SUGA of BTS),1,싸이 (Psy),2023.04.09,24,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.25,사랑인가 봐,4,멜로망스(Melomance),2023.03.19,25,2022
봄여름가을겨울 (Still Life),2023.03.11,봄여름가을겨울 (Still Life),6,BIGBANG (빅뱅),2023.03.05,26,2022
I NEVER DIE,2023.04.08,TOMBOY,2,(여자)아이들,2023.04.02,24,2022
IM HERO,2023.03.18,다시 만날 수 있을까,5,임영웅,2023.03.12,25,2022
정이라고 하자,2023.03.04,정이라고 하자 (Feat. 10CM),7,BIG Naughty (서동현),2023.02.26,26,2022
LOVE DIVE,2023.04.01,LOVE DIVE,3,IVE (아이브),2023.03.26,24,2022
봄여름가을겨울 (Still Life),2023.03.11,봄여름가을겨울 (Still Life),6,BIGBANG (빅뱅),2023.03.05,25,2022
나의 X에게,2023.02.25,나의 X에게,8,경서,2023.02.19,26,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.25,사랑인가 봐,4,멜로망스(Melomance),2023.03.19,24,2022
정이라고 하자,2023.03.04,정이라고 하자 (Feat. 10CM),7,BIG Naughty (서동현),2023.02.26,25,2022
FEARLESS,2023.02.18,FEARLESS,9,LE SSERAFIM (르세라핌),2023.02.12,26,2022
IM HERO,2023.03.18,다시 만날 수 있을까,5,임영웅,2023.03.12,24,2022
나의 X에게,2023.02.25,나의 X에게,8,경서,2023.02.19,25,2022
Beatbox - The 2nd Album Repackage,2023.04.15,Beatbox,1,NCT DREAM,2023.04.09,23,2022
봄여름가을겨울 (Still Life),2023.03.11,봄여름가을겨울 (Still Life),6,BIGBANG (빅뱅),2023.03.05,24,2022
IM HERO,2023.02.18,다시 만날 수 있을까,9,임영웅,2023.02.12,25,2022
싸다9,2023.04.08,That That (prod. & feat. SUGA of BTS),2,싸이 (Psy),2023.04.02,23,2022
싸다9,2023.04.15,That That (prod. & feat. SUGA of BTS),1,싸이 (Psy),2023.04.09,22,2022
정이라고 하자,2023.03.04,정이라고 하자 (Feat. 10CM),7,BIG Naughty (서동현),2023.02.26,24,2022
I NEVER DIE,2023.04.01,TOMBOY,3,(여자)아이들,2023.03.26,23,2022
The Story,2023.04.08,Upside Down,2,강다니엘,2023.04.02,22,2022
나의 X에게,2023.02.25,나의 X에게,8,경서,2023.02.19,24,2022
LOVE DIVE,2023.03.25,LOVE DIVE,4,IVE (아이브),2023.03.19,23,2022
I NEVER DIE,2023.04.01,TOMBOY,3,(여자)아이들,2023.03.26,22,2022
IM HERO,2023.02.18,다시 만날 수 있을까,9,임영웅,2023.02.12,24,2022
봄여름가을겨울 (Still Life),2023.03.18,봄여름가을겨울 (Still Life),5,BIGBANG (빅뱅),2023.03.12,23,2022
LOVE DIVE,2023.03.25,LOVE DIVE,4,IVE (아이브),2023.03.19,22,2022
싸다9,2023.04.15,That That (prod. & feat. SUGA of BTS),1,싸이 (Psy),2023.04.09,21,2022
IM HERO,2023.03.11,다시 만날 수 있을까,6,임영웅,2023.03.05,23,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.18,사랑인가 봐,5,멜로망스(Melomance),2023.03.12,22,2022
LOVE DIVE,2023.04.08,LOVE DIVE,2,IVE (아이브),2023.04.02,21,2022
`The ReVe Festival 2022 - Feel My Rhythm`,2023.03.04,Feel My Rhythm,7,레드벨벳(Red Velvet),2023.02.26,23,2022
IM HERO,2023.03.11,다시 만날 수 있을까,6,임영웅,2023.03.05,22,2022
I NEVER DIE,2023.04.01,TOMBOY,3,(여자)아이들,2023.03.26,21,2022
정이라고 하자,2023.02.25,정이라고 하자 (Feat. 10CM),8,BIG Naughty (서동현),2023.02.19,23,2022
`The ReVe Festival 2022 - Feel My Rhythm`,2023.03.04,Feel My Rhythm,7,레드벨벳(Red Velvet),2023.02.26,22,2022
봄여름가을겨울 (Still Life),2023.03.25,봄여름가을겨울 (Still Life),4,BIGBANG (빅뱅),2023.03.19,21,2022
싸다9,2023.04.15,That That (prod. & feat. SUGA of BTS),1,싸이 (Psy),2023.04.09,20,2022
GANADARA,2023.02.18,GANADARA (Feat. 아이유),9,박재범,2023.02.12,23,2022
LOVE me,2023.02.25,LOVE me,8,BE`O (비오),2023.02.19,22,2022
I NEVER DIE,2023.03.18,TOMBOY,5,(여자)아이들,2023.03.12,21,2022
봄여름가을겨울 (Still Life),2023.04.08,봄여름가을겨울 (Still Life),2,BIGBANG (빅뱅),2023.04.02,20,2022
IM HERO,2023.04.15,다시 만날 수 있을까,1,임영웅,2023.04.09,19,2022
GANADARA,2023.02.18,GANADARA (Feat. 아이유),9,박재범,2023.02.12,22,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.11,사랑인가 봐,6,멜로망스(Melomance),2023.03.05,21,2022
싸다9,2023.04.01,That That (prod. & feat. SUGA of BTS),3,싸이 (Psy),2023.03.26,20,2022
봄여름가을겨울 (Still Life),2023.04.08,봄여름가을겨울 (Still Life),2,BIGBANG (빅뱅),2023.04.02,19,2022
`The ReVe Festival 2022 - Feel My Rhythm`,2023.03.04,Feel My Rhythm,7,레드벨벳(Red Velvet),2023.02.26,21,2022
LOVE DIVE,2023.03.25,LOVE DIVE,4,IVE (아이브),2023.03.19,20,2022
싸다9,2023.04.01,That That (prod. & feat. SUGA of BTS),3,싸이 (Psy),2023.03.26,19,2022
IM HERO,2023.02.25,우리들의 블루스,8,임영웅,2023.02.19,21,2022
I NEVER DIE,2023.03.18,TOMBOY,5,(여자)아이들,2023.03.12,20,2022
LOVE DIVE,2023.03.25,LOVE DIVE,4,IVE (아이브),2023.03.19,19,2022
GANADARA,2023.02.18,GANADARA (Feat. 아이유),9,박재범,2023.02.12,21,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.11,사랑인가 봐,6,멜로망스(Melomance),2023.03.05,20,2022
IM HERO,2023.04.15,우리들의 블루스,1,임영웅,2023.04.09,17,2022
`The ReVe Festival 2022 - Feel My Rhythm`,2023.03.18,Feel My Rhythm,5,레드벨벳(Red Velvet),2023.03.12,19,2022
GANADARA,2023.03.04,GANADARA (Feat. 아이유),7,박재범,2023.02.26,20,2022
봄여름가을겨울 (Still Life),2023.04.08,봄여름가을겨울 (Still Life),2,BIGBANG (빅뱅),2023.04.02,17,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.11,사랑인가 봐,6,멜로망스(Melomance),2023.03.05,19,2022
취중고백,2023.02.25,취중고백,8,김민석,2023.02.19,20,2022
LOVE DIVE,2023.04.01,LOVE DIVE,3,IVE (아이브),2023.03.26,17,2022
GANADARA,2023.03.04,GANADARA (Feat. 아이유),7,박재범,2023.02.26,19,2022
INVU - The 3rd Album,2023.02.18,INVU,9,태연 (TAEYEON),2023.02.12,20,2022
I NEVER DIE,2023.03.25,TOMBOY,4,(여자)아이들,2023.03.19,17,2022
취중고백,2023.02.25,취중고백,8,김민석,2023.02.19,19,2022
봄여름가을겨울 (Still Life),2023.04.15,봄여름가을겨울 (Still Life),1,BIGBANG (빅뱅),2023.04.09,16,2022
봄여름가을겨울 (Still Life),2023.04.15,봄여름가을겨울 (Still Life),1,BIGBANG (빅뱅),2023.04.09,18,2022
`The ReVe Festival 2022 - Feel My Rhythm`,2023.03.18,Feel My Rhythm,5,레드벨벳(Red Velvet),2023.03.12,17,2022
LOVE me,2023.02.18,LOVE me,9,BE`O (비오),2023.02.12,19,2022
LOVE DIVE,2023.04.08,LOVE DIVE,2,IVE (아이브),2023.04.02,16,2022
봄여름가을겨울 (Still Life),2023.04.15,봄여름가을겨울 (Still Life),1,BIGBANG (빅뱅),2023.04.09,15,2022
I NEVER DIE,2023.04.08,TOMBOY,2,(여자)아이들,2023.04.02,18,2022
INVU - The 3rd Album,2023.03.11,INVU,6,태연 (TAEYEON),2023.03.05,17,2022
`The ReVe Festival 2022 - Feel My Rhythm`,2023.04.01,Feel My Rhythm,3,레드벨벳(Red Velvet),2023.03.26,16,2022
I NEVER DIE,2023.04.08,TOMBOY,2,(여자)아이들,2023.04.02,15,2022
`The ReVe Festival 2022 - Feel My Rhythm`,2023.04.01,Feel My Rhythm,3,레드벨벳(Red Velvet),2023.03.26,18,2022
취중고백,2023.03.04,취중고백,7,김민석,2023.02.26,17,2022
GANADARA,2023.03.25,GANADARA (Feat. 아이유),4,박재범,2023.03.19,16,2022
`The ReVe Festival 2022 - Feel My Rhythm`,2023.04.01,Feel My Rhythm,3,레드벨벳(Red Velvet),2023.03.26,15,2022
GANADARA,2023.03.25,GANADARA (Feat. 아이유),4,박재범,2023.03.19,18,2022
듣고 싶을까,2023.02.25,듣고 싶을까,8,MSG워너비(M.O.M),2023.02.19,17,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.18,사랑인가 봐,5,멜로망스(Melomance),2023.03.12,16,2022
GANADARA,2023.03.25,GANADARA (Feat. 아이유),4,박재범,2023.03.19,15,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.18,사랑인가 봐,5,멜로망스(Melomance),2023.03.12,18,2022
LOVE DIVE,2023.02.18,LOVE DIVE,9,IVE (아이브),2023.02.12,17,2022
INVU - The 3rd Album,2023.03.11,INVU,6,태연 (TAEYEON),2023.03.05,16,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.18,사랑인가 봐,5,멜로망스(Melomance),2023.03.12,15,2022
INVU - The 3rd Album,2023.03.11,INVU,6,태연 (TAEYEON),2023.03.05,18,2022
I NEVER DIE,2023.04.15,TOMBOY,1,(여자)아이들,2023.04.09,14,2022
취중고백,2023.03.04,취중고백,7,김민석,2023.02.26,16,2022
INVU - The 3rd Album,2023.03.11,INVU,6,태연 (TAEYEON),2023.03.05,15,2022
취중고백,2023.03.04,취중고백,7,김민석,2023.02.26,18,2022
Glitch Mode - The 2nd Album,2023.04.08,버퍼링 (Glitch Mode),2,NCT DREAM,2023.04.02,14,2022
듣고 싶을까,2023.02.25,듣고 싶을까,8,MSG워너비(M.O.M),2023.02.19,16,2022
취중고백,2023.03.04,취중고백,7,김민석,2023.02.26,15,2022
듣고 싶을까,2023.02.25,듣고 싶을까,8,MSG워너비(M.O.M),2023.02.19,18,2022
GANADARA,2023.04.01,GANADARA (Feat. 아이유),3,박재범,2023.03.26,14,2022
신사와 아가씨 OST Part.2,2023.02.18,사랑은 늘 도망가,9,임영웅,2023.02.12,16,2022
듣고 싶을까,2023.02.25,듣고 싶을까,8,MSG워너비(M.O.M),2023.02.19,15,2022
신사와 아가씨 OST Part.2,2023.02.18,사랑은 늘 도망가,9,임영웅,2023.02.12,18,2022
`The ReVe Festival 2022 - Feel My Rhythm`,2023.03.25,Feel My Rhythm,4,레드벨벳(Red Velvet),2023.03.19,14,2022
I NEVER DIE,2023.04.15,TOMBOY,1,(여자)아이들,2023.04.09,13,2022
신사와 아가씨 OST Part.2,2023.02.18,사랑은 늘 도망가,9,임영웅,2023.02.12,15,2022
듣고 싶을까,2023.03.18,듣고 싶을까,5,MSG워너비(M.O.M),2023.03.12,14,2022
GANADARA,2023.04.15,GANADARA (Feat. 아이유),1,박재범,2023.04.09,12,2022
I NEVER DIE,2023.04.08,TOMBOY,2,(여자)아이들,2023.04.02,13,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2023.03.11,사랑인가 봐,6,멜로망스(Melomance),2023.03.05,14,2022
I NEVER DIE,2023.04.08,TOMBOY,2,(여자)아이들,2023.04.02,12,2022
INVU - The 3rd Album,2023.04.01,INVU,3,태연 (TAEYEON),2023.03.26,13,2022
YOUNG-LUV.COM,2023.03.04,RUN2U,7,STAYC(스테이씨),2023.02.26,14,2022
INVU - The 3rd Album,2023.04.01,INVU,3,태연 (TAEYEON),2023.03.26,12,2022
듣고 싶을까,2023.03.25,듣고 싶을까,4,MSG워너비(M.O.M),2023.03.19,13,2022
abcdefu,2023.02.25,abcdefu,8,GAYLE,2023.02.19,14,2022
듣고 싶을까,2023.03.25,듣고 싶을까,4,MSG워너비(M.O.M),2023.03.19,12,2022
취중고백,2023.03.18,취중고백,5,김민석,2023.03.12,13,2022
신사와 아가씨 OST Part.2,2023.02.18,사랑은 늘 도망가,9,임영웅,2023.02.12,14,2022
취중고백,2023.03.18,취중고백,5,김민석,2023.03.12,12,2022
INVU - The 3rd Album,2023.04.15,INVU,1,태연 (TAEYEON),2023.04.09,11,2022
신사와 아가씨 OST Part.2,2023.03.11,사랑은 늘 도망가,6,임영웅,2023.03.05,13,2022
신사와 아가씨 OST Part.2,2023.03.11,사랑은 늘 도망가,6,임영웅,2023.03.05,12,2022
듣고 싶을까,2023.04.08,듣고 싶을까,2,MSG워너비(M.O.M),2023.04.02,11,2022
ELEVEN,2023.03.04,ELEVEN,7,IVE (아이브),2023.02.26,13,2022
ELEVEN,2023.03.04,ELEVEN,7,IVE (아이브),2023.02.26,12,2022
취중고백,2023.04.01,취중고백,3,김민석,2023.03.26,11,2022
조영수 리메이크 프로젝트 Part.2,2023.02.25,언제나 사랑해,8,케이시 (Kassy),2023.02.19,13,2022
조영수 리메이크 프로젝트 Part.2,2023.02.25,언제나 사랑해,8,케이시 (Kassy),2023.02.19,12,2022
YOUNG-LUV.COM,2023.03.25,RUN2U,4,STAYC(스테이씨),2023.03.19,11,2022
SMiLEY,2023.02.18,SMILEY (Feat. BIBI),9,YENA(최예나),2023.02.12,13,2022
INVU - The 3rd Album,2023.04.15,INVU,1,태연 (TAEYEON),2023.04.09,10,2022
SMiLEY,2023.02.18,SMILEY (Feat. BIBI),9,YENA(최예나),2023.02.12,12,2022
abcdefu,2023.03.18,abcdefu,5,GAYLE,2023.03.12,11,2022
INVU - The 3rd Album,2023.04.15,INVU,1,태연 (TAEYEON),2023.04.09,9,2022
취중고백,2023.04.08,취중고백,2,김민석,2023.04.02,10,2022
조영수 리메이크 프로젝트 Part.2,2023.03.11,언제나 사랑해,6,케이시 (Kassy),2023.03.05,11,2022
취중고백,2023.04.08,취중고백,2,김민석,2023.04.02,9,2022
ELEVEN,2023.04.01,ELEVEN,3,IVE (아이브),2023.03.26,10,2022
Step Back,2023.03.04,Step Back,7,GOT the beat,2023.02.26,11,2022
ELEVEN,2023.04.01,ELEVEN,3,IVE (아이브),2023.03.26,9,2022
신사와 아가씨 OST Part.2,2023.03.25,사랑은 늘 도망가,4,임영웅,2023.03.19,10,2022
SMiLEY,2023.02.25,SMILEY (Feat. BIBI),8,YENA(최예나),2023.02.19,11,2022
신사와 아가씨 OST Part.2,2023.03.25,사랑은 늘 도망가,4,임영웅,2023.03.19,9,2022
쇼미더머니 10 Episode 2,2023.03.18,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",5,sokodomo,2023.03.12,10,2022
INVU - The 3rd Album,2023.04.15,INVU,1,태연 (TAEYEON),2023.04.09,8,2022
SMiLEY,2023.02.18,SMILEY (Feat. BIBI),9,YENA(최예나),2023.02.12,11,2022
쇼미더머니 10 Episode 2,2023.03.18,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",5,sokodomo,2023.03.12,9,2022
Step Back,2023.03.11,Step Back,6,GOT the beat,2023.03.05,10,2022
취중고백,2023.04.15,취중고백,1,김민석,2023.04.09,7,2022
ELEVEN,2023.04.08,ELEVEN,2,IVE (아이브),2023.04.02,8,2022
